ID Geography,County,State,Income (2013),Income (2014),Income (2015),Income (2016),Income (2017),Income (2018),Income (2013),Income (2014),Income (2015),Income (2016),Income (2017),Income (2018)
05000US25011,Franklin County, MA,52339,55572,58613,57106,58824,59248,3176,4936,3148,3645,5335,3708
05000US29071,Franklin County, MO,50502,51682,48694,55359,55290,58209,7412,3381,3568,3803,4024,4916
05000US37069,Franklin County, NC,,,,,54825,60598,,,,,12361,5862
05000US39049,Franklin County, OH,51460,53180,53882,56055,59227,60373,1054,1181,1761,1617,1546,1059
05000US42055,Franklin County, PA,54303,49487,57960,60559,60459,61208,2616,3018,5015,4205,2988,6436
05000US53021,Franklin County, WA,56631,57890,59664,57670,64344,60012,8836,5679,3278,5643,7787,8498
05000US24021,Frederick County, MD,84308,84203,83819,90043,92495,95850,3802,3275,2864,3579,5371,4213
05000US51069,Frederick County, VA,69332,66167,71993,69827,72405,80953,3353,6444,5592,6120,9983,9163
05000US06019,Fresno County, CA,43925,43423,46949,48715,51800,52629,1374,2016,1781,2081,1826,2017
05000US13121,Fulton County, GA,55914,55807,60291,63510,65037,70930,1843,1746,1760,2970,1922,1226
05000US30031,Gallatin County, MT,58809,50238,57535,61211,60901,68266,4130,3828,2338,3899,6676,4170
05000US48167,Galveston County, TX,60869,57991,69190,64939,70494,73840,2762,4710,5423,5174,3067,4662
05000US05051,Garland County, AR,39589,41032,37013,42826,46101,42779,3856,3008,1968,5424,4988,5468
05000US37071,Gaston County, NC,41728,41011,44293,48711,49670,52741,2306,2380,2436,2615,2683,2986
05000US39055,Geauga County, OH,66428,72001,75895,76384,82741,82784,6328,2543,6179,6248,4981,7392
05000US26049,Genesee County, MI,41249,41682,44025,43955,46298,48127,1596,1194,1840,1291,1490,2040
05000US34015,Gloucester County, NJ,71355,79704,77565,79879,86496,81849,2905,2504,3735,3469,5201,5053
05000US13127,Glynn County, GA,41502,47333,46125,48926,50998,55196,6023,3464,4448,5963,4340,6061
05000US33009,Grafton County, NH,56370,57210,58183,61520,64420,66358,5530,6238,4624,6883,5474,6277
05000US38035,Grand Forks County, ND,49248,49532,51264,50008,47496,52853,3616,4465,4755,4822,3975,3368
05000US26055,Grand Traverse County, MI,50830,57312,55013,58532,60601,66163,2387,4453,3323,6576,5476,4706
05000US18053,Grant County, IN,38665,39851,38645,37117,44768,44839,3135,3340,3295,4061,3519,3343
05000US53025,Grant County, WA,46728,51949,51667,48335,58644,53057,4277,3655,3855,3255,6533,8791
05000US53027,Grays Harbor County, WA,41315,43356,44122,49623,47445,48255,4597,2589,5518,3998,4076,6637
05000US48181,Grayson County, TX,44378,52058,48126,52095,56718,51158,2905,5130,3971,2229,5443,1866
05000US29077,Greene County, MO,37779,39611,43675,42062,45117,43771,1841,2305,2262,2331,2451,2361
05000US39057,Greene County, OH,59872,58396,59803,62018,67923,67680,4635,4388,4656,3278,3759,4864
05000US47059,Greene County, TN,35981,36694,34768,41109,37920,47383,1834,3365,3121,2427,6194,6574
05000US45045,Greenville County, SC,49330,49268,51908,55342,55914,61183,1799,2101,1286,2135,2441,1550
05000US45047,Greenwood County, SC,34029,37831,43218,38200,40453,42245,4272,3786,5893,4266,5388,4583
05000US48183,Gregg County, TX,45461,50917,47727,44219,47095,51361,5460,3542,4665,3348,2117,4420
05000US48187,Guadalupe County, TX,58270,61538,64343,68157,66486,74459,4130,3701,3823,3856,3988,3104
05000US72061,Guaynabo Municipio, PR,34649,32064,36446,32240,24792,36309,4190,2961,5800,4216,6245,5073
05000US37081,Guilford County, NC,45726,44069,47786,47262,52098,51803,1892,2014,2262,1662,1617,1793
05000US13135,Gwinnett County, GA,58917,59492,61732,67155,68914,72184,1850,2640,1089,2308,2341,3183
05000US13139,Hall County, GA,44998,52519,55009,54917,61977,61699,3722,3598,4485,3829,3608,3283
05000US18057,Hamilton County, IN,81958,88155,90613,89823,93604,100209,3399,4009,3083,4238,3168,3812
05000US39061,Hamilton County, OH,46967,48770,50990,53229,55048,57189,1177,1611,1200,2012,1943,1602
05000US47065,Hamilton County, TN,47415,48379,48580,47898,51302,57280,3063,1867,2897,2625,3226,2712
05000US25013,Hampden County, MA,48845,49211,51514,51544,51726,52372,2497,2276,1365,1964,1535,2376
05000US25015,Hampshire County, MA,65190,56079,60583,64354,67989,76966,6303,4808,3849,5239,4837,5397
05000US51650,Hampton city, VA,43785,47312,51867,50435,54062,55466,3768,3293,4923,2213,4246,2859
05000US18059,Hancock County, IN,65421,67485,69968,67799,70473,71653,8594,4376,5041,7663,7356,5509
05000US39063,Hancock County, OH,46382,50898,54709,52810,51360,60788,3401,2290,3752,6613,3381,5046
05000US51085,Hanover County, VA,77424,83756,82085,83135,90066,91309,7041,6877,3633,4739,3991,4928
05000US21093,Hardin County, KY,48035,50900,49229,52148,51167,50981,3355,4508,3571,3807,6673,3713
05000US24025,Harford County, MD,77765,79649,78050,84175,80476,88603,3672,2687,4013,3973,3982,4240
05000US37085,Harnett County, NC,45533,44880,48960,51637,51479,51022,2927,4136,4107,2500,2319,3118
05000US48201,Harris County, TX,52489,54178,56629,56377,58645,60232,807,971,861,770,1340,813
05000US28047,Harrison County, MS,42070,40846,42297,42770,47365,45042,2689,2149,2831,3173,3154,3009
05000US48203,Harrison County, TX,39701,49490,42958,46548,53394,50561,4302,8527,6175,6437,6354,7915
05000US54033,Harrison County, WV,41698,41333,48285,47204,58082,46569,3049,2627,5144,5809,6870,5693
05000US09003,Hartford County, CT,63603,65894,69622,69433,70429,73151,2317,1553,2485,2355,2069,2472
05000US15001,Hawaii County, HI,48399,52788,60033,55750,57545,57571,5565,2428,5620,3382,4124,6578
05000US48209,Hays County, TX,58987,59085,58870,64658,65667,65943,3120,3316,6163,3596,4375,6224
05000US37089,Henderson County, NC,44036,47335,47021,54963,51078,53706,2561,4163,2794,3613,2285,3606
05000US48213,Henderson County, TX,38493,41112,47906,44088,44971,42020,5099,2211,4685,4408,6416,3855
05000US18063,Hendricks County, IN,67535,66989,73050,78307,70991,80582,3693,7401,2816,5014,6800,2383
05000US27053,Hennepin County, MN,64379,64433,68935,71200,74592,76052,1438,1640,1423,1308,1454,1331
05000US51087,Henrico County, VA,59944,62460,66085,66337,67185,68069,2113,2442,4072,3541,2475,2848
05000US13151,Henry County, GA,59097,58242,65342,66905,67018,73541,3426,5509,3581,3194,3000,4842
05000US12053,Hernando County, FL,39193,40255,43590,47253,44892,45977,2676,2661,2292,2686,2744,2937
05000US48215,Hidalgo County, TX,35098,34801,35730,36176,37106,39165,1606,2019,1885,1801,1502,2282
05000US12055,Highlands County, FL,33811,36120,34242,36490,35543,39796,1919,2619,1880,2471,4864,4437
05000US12057,Hillsborough County, FL,49597,50796,51725,54588,54731,58480,1319,896,917,1430,1448,1738
05000US33011,Hillsborough County, NH,67574,71422,74323,76254,78769,78978,3400,1770,3667,2139,3317,2930
05000US28049,Hinds County, MS,33719,38543,39002,43657,45658,45459,2333,2099,3258,2627,3816,2574
05000US15003,Honolulu County, HI,73388,74634,77273,80513,81284,84423,1774,1827,1894,1671,1533,2235
05000US45051,Horry County, SC,42075,43001,47541,45621,45680,49047,1971,1704,1764,1849,2208,2005
05000US01069,Houston County, AL,39006,39543,43553,42321,44529,48105,2192,2187,2295,2690,1889,3174
05000US13153,Houston County, GA,49660,51054,55044,62493,58525,58965,4978,5118,5517,2938,5725,9295
05000US18067,Howard County, IN,44265,47159,46793,45702,49346,55868,4320,4890,2667,5865,5417,4619
05000US24027,Howard County, MD,109476,107490,110892,120941,111473,116984,4667,6436,4159,5102,2666,5415
05000US34017,Hudson County, NJ,56079,58479,60530,63808,67154,74414,1860,2567,1857,2273,3928,2617
05000US06023,Humboldt County, CA,42092,40598,40484,43130,46494,50294,4572,3137,2044,2715,6096,3616
05000US48231,Hunt County, TX,44303,42038,46048,53962,55786,55248,3833,3839,5942,4698,5329,7653
05000US34019,Hunterdon County, NJ,110457,103605,102122,113684,112038,111269,8455,5738,4025,5897,8168,5996
05000US22045,Iberia Parish, LA,39793,46290,46365,41424,40019,42994,4554,3571,5189,2269,5695,6020
05000US06025,Imperial County, CA,43310,39290,40852,49095,47211,48984,4644,5526,4329,6911,7435,5118
05000US12061,Indian River County, FL,42401,46238,49379,49072,49177,57508,3147,4403,2380,2243,4304,5021
05000US42063,Indiana County, PA,45266,42431,46990,42962,46237,49448,2585,3282,4818,2499,1736,5506
05000US26065,Ingham County, MI,44569,45616,47082,49139,50896,52691,2336,1729,2450,2110,2289,2097
05000US37097,Iredell County, NC,49488,54384,55949,55891,55690,59341,2841,3056,3282,2898,2848,3233
05000US26073,Isabella County, MI,37488,41931,40838,41868,44100,46198,3565,3494,2859,2998,4549,4282
05000US53029,Island County, WA,51893,59934,60532,64813,59644,64793,3484,4322,4366,3464,9028,5553
05000US13157,Jackson County, GA,,,,,66557,73150,,,,,6894,6737
05000US26075,Jackson County, MI,43668,45371,50783,50009,50258,51031,3721,4125,2819,3641,2434,3187
05000US29095,Jackson County, MO,46768,45874,48212,50815,52552,55929,1727,1886,1883,1099,1584,1493
05000US28059,Jackson County, MS,47891,47822,45596,54606,48284,50546,2054,3437,2345,4114,3931,4577
05000US41029,Jackson County, OR,43363,44918,43948,48563,51409,56546,3149,2894,3862,2982,1369,3735
05000US51095,James City County, VA,73632,72622,73968,83455,87910,83190,6813,7760,6739,6845,5349,7866
05000US29097,Jasper County, MO,40967,39886,44314,45786,47981,46617,2255,4050,2530,3874,4510,2662
05000US01073,Jefferson County, AL,45013,44646,48492,50180,50709,55206,1634,1783,2203,1412,1231,1872
05000US05069,Jefferson County, AR,34689,32433,35381,37712,37678,35652,3798,5327,4557,5678,3787,4936
05000US08059,Jefferson County, CO,68201,70714,71136,74186,80616,85890,2063,1353,1553,2299,1879,2850
05000US21111,Jefferson County, KY,47488,48210,51259,51991,55044,55851,1371,1513,1032,1398,1859,1522
05000US29099,Jefferson County, MO,55089,59327,58704,61559,62228,65246,3051,2910,2940,2159,3289,2857
05000US36045,Jefferson County, NY,46683,51086,51107,45624,47101,53146,3783,3265,2803,3116,2551,2976
05000US39081,Jefferson County, OH,37012,40293,44194,44257,43675,40308,3174,4379,3191,3519,3999,4922
05000US48245,Jefferson County, TX,41838,40652,48005,45390,47657,47177,1914,1704,2780,3553,2587,3730
05000US55055,Jefferson County, WI,51235,55675,62399,58703,56675,65651,2930,4330,4404,8253,4116,4231
05000US22051,Jefferson Parish, LA,46576,46961,49576,49678,51494,50766,1704,1876,1682,2091,1691,1697
05000US19103,Johnson County, IA,51606,60254,55913,58064,61011,63035,3153,4974,4719,3481,2210,5241
05000US18081,Johnson County, IN,57245,55201,68744,65991,70339,68209,3884,4852,4087,5709,5033,5082
05000US20091,Johnson County, KS,73737,75679,82892,80553,82855,86746,1924,2063,1848,1816,2622,2056
05000US48251,Johnson County, TX,56253,55739,58758,59895,62482,62390,2728,5260,4606,5145,5160,4913
05000US37101,Johnston County, NC,50492,48851,52234,54719,58111,60132,2893,3197,2712,3625,4887,2600
05000US28067,Jones County, MS,33915,36374,32856,43350,39310,49393,5718,6692,4126,7902,3179,13557
05000US41033,Josephine County, OR,38298,36870,41493,36472,44426,48315,3368,4979,3378,4670,5612,4590
05000US26077,Kalamazoo County, MI,45854,45148,52164,53138,56025,55416,2243,2553,2476,2610,3066,2455
05000US54039,Kanawha County, WV,46325,44186,45028,45001,42197,41141,1788,3147,2361,4011,3770,1809
05000US17089,Kane County, IL,72108,72541,70359,73347,75628,79818,2875,2858,2220,3577,1941,3099
05000US17091,Kankakee County, IL,49761,58378,53850,54911,58539,51404,3843,3790,4128,4196,4136,4829
05000US15007,Kauai County, HI,60155,64847,77140,71344,83860,80921,7082,7803,5263,10599,7083,6949
05000US48257,Kaufman County, TX,65258,56098,58141,62033,65841,66668,7703,5849,8677,3465,5643,6153
05000US17093,Kendall County, IL,74859,90072,85979,90482,91250,89862,5275,7860,6932,5300,13199,6276
05000US23011,Kennebec County, ME,44724,44633,51335,51573,53073,51653,3473,4575,3359,3712,5997,4570
05000US55059,Kenosha County, WI,51013,52787,55845,59417,61073,65330,2790,4290,3181,3379,3724,4457
05000US10001,Kent County, DE,54794,55227,56778,54140,57608,54419,2991,3222,3480,3724,3112,3658
05000US26081,Kent County, MI,51992,53304,54340,59668,61125,61537,1328,1394,1682,1454,1409,1661
05000US44003,Kent County, RI,65631,62261,65931,63101,75143,68994,5330,4638,3347,4419,5538,5028
05000US21117,Kenton County, KY,53761,54300,52043,62182,58595,64441,2590,4612,1956,3228,3804,4256
05000US06029,Kern County, CA,46879,47644,51342,49903,49854,51579,2311,2483,1312,1490,2063,1968
05000US45055,Kershaw County, SC,,,,,50010,51467,,,,,3601,4058
05000US53033,King County, WA,71834,75834,81916,86095,89675,95009,1072,1400,1129,1584,1863,1914
05000US06031,Kings County, CA,45774,42784,45746,53234,57555,61663,3036,4703,4090,4518,4750,4835
05000US36047,Kings County, NY,47520,47966,51141,55150,56942,61220,1145,1220,566,1015,1151,1083
05000US53035,Kitsap County, WA,62672,61794,66090,69171,73026,76945,2671,2426,3036,3935,2517,2750
05000US41035,Klamath County, OR,36885,39148,43952,45604,38916,45354,3491,3951,4687,2907,5638,6187
05000US47093,Knox County, TN,49165,46860,52229,52102,55266,55632,1923,1943,1724,1867,1750,2280
05000US16055,Kootenai County, ID,54919,48776,47860,51765,57219,55236,4995,3141,3182,2515,3627,3717
05000US18085,Kosciusko County, IN,51221,53825,52888,53963,63463,55253,2685,2552,4206,5089,3939,3797
05000US55063,La Crosse County, WI,51551,48872,49933,54823,57033,60905,3961,3229,3902,5399,2738,3798
05000US42069,Lackawanna County, PA,45295,45265,48518,47475,49172,53302,2190,2507,2355,2392,2720,2473
05000US22055,Lafayette Parish, LA,57949,51060,51981,49969,52265,60071,6015,1900,2099,3598,4721,5749
05000US22057,Lafourche Parish, LA,52373,41842,52589,51772,52283,50296,7257,4383,2973,3490,5811,6243
05000US06033,Lake County, CA,37079,34529,37294,42029,48930,48554,12116,4804,6505,5116,4806,7587
05000US12069,Lake County, FL,44026,47191,50305,50226,51383,52096,2669,2460,2768,2812,2892,2877
05000US17097,Lake County, IL,74869,77772,82113,83152,85895,87133,2536,2728,2047,2281,3172,2087
05000US18089,Lake County, IN,48302,50852,50582,53681,54981,55154,2335,1399,1357,1814,1847,2149
05000US39085,Lake County, OH,54906,58721,60810,61870,59618,65835,3500,2882,1842,1976,3364,2222
05000US31109,Lancaster County, NE,52019,51766,53807,58845,59306,57650,1899,1427,2565,2631,2973,2916
05000US42071,Lancaster County, PA,56922,57403,59262,61335,63407,66277,1819,1924,2192,1450,1840,1352
05000US45057,Lancaster County, SC,38500,44412,45676,56216,61914,57224,3452,3913,4251,7785,9153,7340
05000US41039,Lane County, OR,43459,44877,47318,47777,50654,53172,2925,2158,2893,2087,1839,1686
05000US26087,Lapeer County, MI,52960,50860,57762,54309,55866,65561,5542,2190,4864,3759,4030,3698
05000US18091,LaPorte County, IN,46506,45744,45838,53507,50736,51584,4073,2877,4206,4244,4742,2691
05000US56021,Laramie County, WY,61661,57551,60599,62221,61961,64306,3836,6018,9360,5272,5584,4928
05000US08069,Larimer County, CO,59052,56575,64919,66469,69102,71091,2807,2946,2845,2777,4798,2818
05000US17099,LaSalle County, IL,48552,50432,51936,57476,56896,51838,4244,4407,3227,4428,2370,4294
05000US01077,Lauderdale County, AL,43891,40309,42577,43427,45352,49014,1975,3318,2346,3414,7058,5747
05000US28075,Lauderdale County, MS,32217,40333,37676,42364,46983,37971,3872,7910,3403,5101,6277,4051
05000US45059,Laurens County, SC,35406,37638,39474,44038,40377,41452,3778,3982,3347,3446,4920,2619
05000US42073,Lawrence County, PA,43425,45356,42921,46918,49967,47853,4057,2683,4341,3692,5164,4659
05000US35025,Lea County, NM,56191,61351,56260,55636,55952,50871,4628,3591,7142,6114,5789,4798
05000US20103,Leavenworth County, KS,68266,66779,60423,68299,70920,71071,5839,5124,3631,6891,2788,9320
05000US42075,Lebanon County, PA,55973,54068,52571,57248,57372,61362,3091,2745,2598,3200,2879,2879
05000US01081,Lee County, AL,46068,39932,46589,48056,52943,46456,4329,3096,2849,3169,5656,5092
05000US12071,Lee County, FL,46383,49055,50651,52909,53928,56129,1342,1539,1121,1336,1861,1578
05000US28081,Lee County, MS,42882,43204,39581,42235,55886,53062,5186,3044,6262,3560,6429,6832
05000US42077,Lehigh County, PA,54244,58603,56452,60498,60871,62278,3578,1609,2084,1978,2209,2680
05000US26091,Lenawee County, MI,45938,46739,48279,51918,56515,55378,2554,3911,2553,3667,4031,2931
05000US12073,Leon County, FL,46859,44824,46002,51107,51642,50682,2283,2663,1944,1771,1730,1986
05000US30049,Lewis and Clark County, MT,54954,53435,58796,63475,60404,65241,4774,3337,7603,6463,6356,5668
05000US53041,Lewis County, WA,40601,43575,48179,45523,49827,61058,2373,5037,4864,5044,3926,6257
05000US45063,Lexington County, SC,53990,53980,55227,57382,60181,60154,2203,3130,2239,2703,2497,2955
05000US13179,Liberty County, GA,39140,41812,36573,45138,,,3247,2696,3641,6981,,
05000US48291,Liberty County, TX,41711,44188,55152,42877,45614,51955,5473,4757,5298,6584,7711,4132
05000US39089,Licking County, OH,54875,57654,59883,58685,62883,67784,2663,3459,4339,2823,4902,6341
05000US01083,Limestone County, AL,48639,49672,55009,50872,55817,67000,4044,4555,4759,3338,6134,5606
05000US37109,Lincoln County, NC,49079,48131,46884,49453,54361,63782,4731,3531,3558,2505,5737,8483
05000US19113,Linn County, IA,56151,62984,57073,64639,63149,64103,1942,2904,2921,3775,3233,3291
05000US41043,Linn County, OR,45130,43428,47527,51310,51541,54113,3551,4024,4013,4689,3895,4736
05000US09005,Litchfield County, CT,70981,73756,70667,76993,78436,76043,3524,2740,3725,4879,4388,3838
05000US26093,Livingston County, MI,70707,73819,76455,78038,80733,82884,1792,2533,2328,3658,3708,3407
05000US36051,Livingston County, NY,52061,48456,53441,53121,55931,61609,4206,3828,5497,4382,3445,5259
05000US22063,Livingston Parish, LA,52246,60466,58677,56534,60471,64067,3751,4886,5422,6967,5405,6299
05000US05085,Lonoke County, AR,56635,54545,56893,55837,51835,53782,3443,4640,5864,5596,4595,5869
05000US39093,Lorain County, OH,52687,52082,52373,54504,54932,58613,2262,2024,1923,2205,2102,3346
05000US06037,Los Angeles County, CA,54529,55746,59134,61338,65006,68093,645,585,671,427,756,802
05000US51107,Loudoun County, VA,116848,122294,125003,134464,135842,139915,3677,3167,4693,4862,3329,4772
05000US13185,Lowndes County, GA,35317,38733,34455,41449,41156,34886,3864,4433,4082,3572,4622,6770
05000US48303,Lubbock County, TX,47309,46076,47897,49136,47317,50505,2417,2113,3179,2409,3580,3058
05000US39095,Lucas County, OH,40245,42132,42594,44534,47308,47360,1705,1342,1738,2306,1624,1964
05000US42079,Luzerne County, PA,45190,44311,50301,46580,51332,54433,1992,1654,1922,2118,1659,2634
05000US42081,Lycoming County, PA,47373,45161,51455,49052,50909,55045,3113,2589,4223,1874,3449,3741
05000US51680,Lynchburg city, VA,40477,40594,39374,41264,45239,42389,2798,3382,3181,4948,5158,4427
05000US26099,Macomb County, MI,52851,54792,54640,60143,60380,62107,1461,1437,1808,1298,1494,1400
05000US17115,Macon County, IL,45957,47574,48040,46198,51970,50066,2504,3416,2949,4254,3085,2977
05000US06039,Madera County, CA,39758,42433,47150,51657,51283,56305,3435,3906,3872,5660,5033,7392
05000US01089,Madison County, AL,58076,58339,58636,60503,62312,63111,2427,3599,2732,4000,2634,2754
05000US17119,Madison County, IL,54101,54438,52664,56035,57890,59987,3060,3107,2030,3576,3034,2925
05000US18095,Madison County, IN,40913,45134,45257,45495,43060,49615,1760,2401,2249,3748,4092,2986
05000US21151,Madison County, KY,45316,43973,45383,43840,50893,52047,3695,7137,5762,3686,3031,3657
05000US28089,Madison County, MS,66400,67746,67907,64350,68336,75992,7629,6625,9874,5551,6217,3574
05000US36053,Madison County, NY,52300,51873,60286,60630,57069,59678,5299,3738,3760,5537,6307,3687
05000US47113,Madison County, TN,39523,42412,47801,41791,45013,45360,3024,3611,3835,2879,4711,3510
05000US39099,Mahoning County, OH,40843,41134,41910,42295,43389,47962,2180,1444,2163,2049,2099,2964
05000US12081,Manatee County, FL,48309,52031,50835,51748,55268,59956,2368,1753,1636,1843,2415,2429
05000US55071,Manitowoc County, WI,47181,45136,50302,51752,54785,54393,1759,3861,3400,3996,3345,4245
05000US55073,Marathon County, WI,51635,53300,55687,54774,58173,62890,1300,3973,2915,3526,3936,4032
05000US04013,Maricopa County, AZ,52045,53896,56004,58737,62223,65252,553,933,681,865,528,806
05000US06041,Marin County, CA,96580,95749,100662,103845,113908,126373,5921,8275,4929,6102,6554,7822
05000US12083,Marion County, FL,38695,39958,40050,39383,43910,44576,1652,1822,2058,1632,1793,2607
05000US18097,Marion County, IN,41345,42557,41226,44874,47344,47780,820,962,804,1483,1405,1777
05000US39101,Marion County, OH,41849,39233,40607,42826,44766,43008,3405,4441,4465,4098,4252,3378
05000US41047,Marion County, OR,46873,48620,52047,56550,56354,56341,2651,2448,2667,2391,2213,2610
05000US26103,Marquette County, MI,45011,44267,48259,51275,49008,54779,4111,2902,3506,3112,3188,3349
05000US01095,Marshall County, AL,38116,33446,40525,42362,41476,47528,3568,3712,4053,4050,5921,5990
05000US12085,Martin County, FL,49444,55866,51622,54620,54681,59978,6416,3333,3362,3224,5515,3920
05000US53045,Mason County, WA,,,,,,58094,,,,,,4214
05000US02170,Matanuska-Susitna Borough, AK,72122,73831,76427,69332,69121,72667,3128,3106,5336,4510,5025,5474
05000US15009,Maui County, HI,65558,67013,70497,72257,80241,82885,4563,3605,3128,4699,4971,5477
05000US47119,Maury County, TN,45712,53990,50707,50591,57258,53794,3797,6466,2422,2647,5141,8436
05000US72097,Mayagüez Municipio, PR,15155,14108,13037,14532,14010,11940,2017,1314,1824,2082,2716,1158
05000US21145,McCracken County, KY,41209,36712,51114,39048,49436,47764,3773,5152,7481,4611,4870,5323
05000US17111,McHenry County, IL,75449,76628,80125,81063,86348,85275,3797,3169,4895,3439,3734,5233
05000US35031,McKinley County, NM,24945,27041,28212,31526,31565,34080,3047,4995,2118,4099,1735,3477
05000US17113,McLean County, IL,61846,58061,65304,62156,68274,66256,2810,3985,4253,4964,3928,2941
05000US48309,McLennan County, TX,40633,43609,46602,46860,47267,48713,2855,2854,2034,2324,2992,3338
05000US37119,Mecklenburg County, NC,54278,58841,56883,62978,65588,63967,1664,2090,1011,2159,1706,2090
05000US39103,Medina County, OH,66477,67969,69989,72618,71360,75786,2724,3414,3504,3360,4250,3256
05000US06045,Mendocino County, CA,42042,42660,41896,43809,53024,51830,4562,3536,4606,4761,7273,4580
05000US06047,Merced County, CA,40687,44084,41997,47739,47735,57745,2019,3060,2804,3931,3086,3382
05000US34021,Mercer County, NJ,70857,74961,72417,77650,79173,80632,2063,3786,3054,3580,5088,3738
05000US42085,Mercer County, PA,44222,43574,47051,49890,46785,48847,2323,2579,3130,2483,2769,3649
05000US33013,Merrimack County, NH,65662,62418,68566,69505,70764,75088,4441,3030,2343,2107,3843,3870
05000US08077,Mesa County, CO,46723,50174,51465,48846,52742,49848,4977,4284,2717,4429,3926,3326
05000US39109,Miami County, OH,51581,51087,49156,60170,60910,58486,3576,3175,4038,4305,3661,4610
05000US12086,Miami-Dade County, FL,41913,42926,43786,45935,49930,52205,648,1142,1049,709,1006,953
05000US09007,Middlesex County, CT,75303,75876,83530,79739,79646,89131,5209,5307,4152,3623,6198,4763
05000US25017,Middlesex County, MA,82425,84464,90267,95249,98555,100517,1848,2575,1575,1700,3105,1402
05000US34023,Middlesex County, NJ,76848,77682,78643,82375,85337,88217,2276,2806,3510,2271,1953,3450
05000US26111,Midland County, MI,49913,49194,59292,57269,61624,56091,4949,3443,4306,5100,6347,3181
05000US48329,Midland County, TX,72050,77711,81064,65349,75590,81210,5359,8560,5048,5364,7336,4945
05000US55079,Milwaukee County, WI,41959,42765,45859,47607,47591,49636,867,1273,1097,1376,1516,1375
05000US46099,Minnehaha County, SD,52117,54829,54918,60038,61083,58742,2359,3123,3127,3711,1585,3208
05000US30063,Missoula County, MT,48077,44289,42815,46550,54311,56598,4956,4997,5512,3420,4421,2374
05000US01097,Mobile County, AL,42944,43642,42699,45744,46023,43061,2180,2450,2668,2458,3223,2459
05000US04015,Mohave County, AZ,39058,37674,40908,42423,42311,46060,2478,2295,2716,2342,2609,3310
05000US34025,Monmouth County, NJ,83749,88413,87092,90226,98270,99642,2555,4469,3611,3538,3365,2906
05000US54061,Monongalia County, WV,49534,41955,45880,50953,50888,50834,5181,4619,4788,4436,4442,3262
05000US12087,Monroe County, FL,50838,59388,61020,65717,65747,71973,3977,3722,5516,3620,6055,8306
05000US18105,Monroe County, IN,41972,43657,45062,43582,48713,47369,2458,2993,4332,2884,4126,3825
05000US26115,Monroe County, MI,53561,57275,54396,60799,59290,61916,5225,2927,3333,4601,4209,2399
05000US36055,Monroe County, NY,51665,51217,54077,54492,57561,60222,1167,1252,1923,1629,1799,1616
05000US42089,Monroe County, PA,55536,63118,57318,60095,61612,64170,3153,5677,4275,5816,4546,4928
05000US06053,Monterey County, CA,57052,57864,60494,63876,71274,70681,3890,2369,2094,3277,2706,3641
05000US01101,Montgomery County, AL,44675,43346,42477,45395,45724,49989,2252,3235,2150,3505,3014,2042
05000US24031,Montgomery County, MD,98326,97765,98917,99763,103235,108188,2084,2512,2749,1787,2632,2782
05000US39113,Montgomery County, OH,42776,42644,46561,46936,47755,50838,1519,1412,1427,1657,1479,1708
05000US42091,Montgomery County, PA,76919,79495,83254,84113,87304,90122,2405,2513,2221,2401,2466,3055
05000US47125,Montgomery County, TN,51017,50941,48659,56112,58381,56019,2110,1617,3446,3259,3502,4027
05000US48339,Montgomery County, TX,68428,70243,71577,71123,76811,76929,3641,3273,3012,3409,2526,3106
05000US51121,Montgomery County, VA,45679,42052,52151,55706,56462,51932,5612,3079,3186,8435,5925,5064
05000US37125,Moore County, NC,49959,51328,51547,52279,64184,58531,3736,5105,3018,6246,4711,3728
05000US01103,Morgan County, AL,43169,44708,47229,44378,48563,53260,4150,3183,2654,6034,5114,3800
05000US18109,Morgan County, IN,56664,52891,58755,60530,60946,68338,5524,4986,4158,4002,2301,7279
05000US34027,Morris County, NJ,100176,100579,101661,106985,114732,112288,2380,2151,2787,3573,5081,3704
05000US41051,Multnomah County, OR,54024,53660,59231,62629,63974,71186,2080,1966,2100,1731,2624,1842
05000US13215,Muscogee County, GA,40499,42176,41859,40060,42107,47288,1870,2929,2119,3076,3000,3943
05000US26121,Muskegon County, MI,41630,42600,47453,44264,49229,50080,2311,1721,2606,1790,2906,2848
05000US39119,Muskingum County, OH,39212,41230,42815,43422,43113,49602,4380,4066,3160,4427,3853,4988
05000US40101,Muskogee County, OK,39130,42756,41016,40860,36342,45290,4315,3824,4152,3275,3934,4702
05000US48347,Nacogdoches County, TX,35587,39326,39865,35562,47589,46459,7637,2656,7042,4643,9506,3308
05000US06055,Napa County, CA,70914,74123,75513,75077,86562,87025,4646,5828,5565,8742,5231,4296
05000US37127,Nash County, NC,40057,43209,42718,47902,47289,51601,4506,3533,3135,3896,5718,6540
05000US12089,Nassau County, FL,54330,52249,52005,71515,71489,63913,6004,6790,4376,8693,5271,5909
05000US36059,Nassau County, NY,96193,99035,101830,105870,108133,116304,2415,2477,1439,1944,2724,2934
05000US56025,Natrona County, WY,58635,56392,52886,59474,60546,64833,6185,5178,5090,5172,3393,5084
05000US04017,Navajo County, AZ,38400,34600,37833,36998,41295,40463,3836,4016,4250,2626,2754,4491
05000US06057,Nevada County, CA,54851,56917,54177,59022,65385,66299,5124,6308,8236,5577,8820,6793
05000US10003,New Castle County, DE,63109,64801,66256,67274,66647,69479,2250,2702,2057,2788,2450,2785
