RegionID,County,State,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
3101,Los Angeles County,California,1,458700,448500,432200,419300,403400,388200,373100,359700,346400,334000,320900,312200,305000,299800,295200,298600,304300,313000,319200,323300,326300,330600,335200,335000,332500,329900,334500,332800,333300,327500,330700,328300,329600,328900,324800,324700,320500,324800,322400,318600,315900,312200,312600,306800,307000,306100,306500,306900,306400,311300,312100,315600,318000,323400,331200,338500,346300,353700,356900,360500,366900,382100,395800,406700,413400,419100,421500,423100,422000,422800,419100,421600,420600,426300,427800,427200,428400,429500,432800,434500,436200,441000,443700,448200,450700,455000,455400,457700,457000,460200,460500,460700,459400,469900,474700,479300,475100,482400,489500,492700,491800,491200,493400,490500,492700,490600,497100,491700,496300,495600,505300,508400,512500,515400,521400,529900,541100,549400,555300,559200,562100,563400,566700,570700,573800,577000,579800,587900,594200,595100,596600,596000,601600,604900,604300,602700,606400,608800,613100,611300,616500,625100,632600,638800
139,Cook County,Illinois,2,278800,274600,252600,240000,233600,233300,237500,238000,230200,224100,215300,214500,210900,206600,196500,188200,187800,194100,197600,199200,200000,199100,200800,196700,193900,189200,187000,187600,179900,175600,167500,171300,173600,177000,175800,177100,169800,164300,154000,153300,154700,159100,162000,161600,156000,153100,150200,150100,150400,150800,151400,153500,155700,158900,158700,153700,153100,150800,154400,153600,153200,152500,156300,166400,176900,185500,186400,187700,184400,185500,183900,187700,184400,182700,182000,187700,192800,197200,201400,202900,201000,198200,199300,199100,200900,204500,206300,205100,200200,194500,192500,187800,185200,182500,180900,182200,182000,184700,185500,186700,188000,190300,190500,192300,194100,198800,199500,201200,200300,201600,199800,198600,196700,198200,198100,199800,201000,204900,210300,217100,224000,225100,220200,220100,221100,225600,224600,225900,230000,222600,225900,232300,248300,251000,242900,235300,229000,230000,230400,233200,234700,240500,244600,256600
1090,Harris County,Texas,3,137500,135600,132300,132300,132800,134400,135800,135200,132600,127100,126300,125500,128200,128300,129900,132500,136700,139300,140300,138300,136800,134200,134700,134400,135000,134300,133600,132900,130900,131200,130400,132400,134100,137800,136700,135300,132700,130700,129400,129400,131500,133200,133800,134800,135200,135900,134100,130900,130300,133400,137600,139800,140700,140300,139300,136700,139000,140300,142700,141300,142500,146400,150800,154200,156100,157900,159500,159100,160100,160400,161100,162600,164700,166600,167600,166700,166300,166800,166700,168800,168100,169000,169800,169800,171500,171200,172300,173000,173700,175900,175000,174800,173500,175200,177100,178100,176800,176000,177400,179600,182200,181700,183500,184000,186300,186800,187400,188000,189000,188800,188800,189600,190400,191100,192200,194300,195700,194800,194900,196300,197700,198700,197800,197100,197000,197100,199100,200100,203000,205400,207700,208600,208300,207700,208600,209500,209100,209000,209000,212800,215100,218900,220100,223400
2402,Maricopa County,Arizona,4,231000,221400,212300,207500,200800,195600,186600,179400,170900,160700,149800,137300,128700,121100,118100,120200,124300,128300,130300,130800,134100,133600,135000,133500,133800,132700,130600,129300,127900,125800,124100,122600,121600,117600,117200,116600,116800,113600,109700,109700,109500,111500,113000,114400,118400,119900,116600,112100,110200,115600,120200,123000,124500,126500,127700,131500,136100,140000,142400,142600,145200,147300,150000,152800,155500,156300,156700,157200,156900,158500,158200,159500,158700,159200,159300,158000,158900,159500,163300,163600,164500,166100,166400,169300,171100,174900,176900,178600,179100,180000,181700,183900,185600,187800,188800,189900,191500,194100,196500,197600,198200,200300,202200,204700,208000,208100,209900,209900,211900,211600,212100,212200,213900,216200,218500,220200,223700,225700,230500,233000,235800,235200,234000,234900,238200,240200,241200,242100,243900,244100,246600,248400,250900,249400,249600,251300,254500,255700,258100,261100,265700,268900,274500,281300
2841,San Diego County,California,5,404900,396200,381200,369100,353400,341400,331200,320800,309500,301500,293300,290300,284500,284300,282800,290200,297600,307800,314100,317500,321300,325500,323500,326500,327200,334400,332100,329000,328000,327200,328600,329500,333100,335300,326500,321000,317700,321100,320700,317400,317000,315400,313100,312100,312900,314700,314400,313300,316500,320900,326200,326500,331600,335300,343100,348500,356500,364300,365000,365800,368600,380700,392600,400000,404700,406900,412000,412500,415600,417300,418000,418000,418800,423400,427300,429400,431700,434600,436700,440300,439300,437700,440000,444500,450300,449700,450400,454400,457800,460100,456800,455800,461300,466600,473400,471800,474100,474800,478400,478400,478700,480700,484800,493400,496100,499600,500300,505500,509600,511000,513500,517900,521100,523800,526200,530500,538800,543500,544900,546400,548500,555500,555500,557500,555900,558000,560500,561900,560100,557900,556800,559000,557900,560400,559300,562300,561400,564200,561800,568300,576700,582900,587800,
1286,Orange County,California,6,512100,504700,486800,467100,452200,441100,432200,421300,405100,394400,380900,381100,380400,379000,382500,389900,403700,411300,419000,427000,432500,436200,440200,440900,438800,431200,428000,425100,429900,431400,436100,434800,434100,426000,423100,422000,428400,426100,419900,412100,412700,412000,414500,408700,408300,401700,403100,401800,403600,404100,408200,416900,427300,437300,443000,447900,452300,461000,470400,483000,493100,506000,512900,518900,520800,524700,527100,524800,528000,534600,542900,548800,548400,547400,547300,547700,548000,548700,552000,562700,566200,567300,562600,568800,573200,576900,572900,575900,581000,586500,588600,588300,592400,596800,605700,606100,606600,606100,609000,612300,610800,617700,616100,614300,602300,598400,593700,592500,594600,601000,609000,610000,611300,608400,616700,632400,656500,670500,679200,688400,700200,699400,693100,687700,692500,694200,698700,699600,700300,694500,696400,699600,704600,708500,704600,702600,700800,700500,703600,708100,717800,725300,740200,759100
2964,Miami-Dade County,Florida,7,287800,277900,269500,257500,251800,244200,235500,224000,211500,203800,190000,181200,170200,162000,155500,151300,154000,157000,157400,156800,155300,156900,161300,164300,169100,167500,167000,160100,152000,142700,134400,136200,141200,141400,129300,122000,121900,131600,138900,143800,155400,154500,151000,143400,142900,149200,153900,157900,158300,160200,159900,163800,162000,163100,163400,164200,166800,173300,177600,183400,181100,184200,188200,192600,195300,199800,199700,195900,196100,197400,202400,194400,194800,197500,203600,205200,208400,208300,209300,208400,209000,212200,212300,213600,215200,216000,221400,222100,224000,221200,223000,222600,225300,223400,228000,229800,232100,230500,229300,231800,235500,239700,242200,246200,249900,251000,251800,251700,254600,257600,257600,257600,254600,259400,263200,265800,264500,264500,268900,272600,276600,274600,270900,268000,267200,270100,268900,272900,273300,276800,274100,276500,278800,282300,281500,283100,283200,289300,288500,291000,290000,292600,293300,297000
978,Dallas County,Texas,8,125300,122700,122100,122300,125300,127200,127700,125000,122700,117200,114700,113000,115500,114500,116000,118900,123400,126100,127600,128300,129800,127500,126900,121900,122500,123600,125700,125600,123900,124500,125200,124300,125200,126500,128000,126700,121600,119200,119800,121600,123400,124800,127500,126900,125300,127800,127500,129200,130600,133200,136000,136400,142200,144400,145200,144300,142900,144600,142900,144500,148600,156800,162900,166200,169200,171100,171900,168400,168500,166200,166500,166500,168000,168600,166400,166300,168300,170500,171100,171300,172000,173800,174900,177600,181200,182300,182900,181300,182700,183700,182200,184000,184500,186100,185100,185000,187400,189100,193400,195000,195800,194500,197900,200700,203900,202300,206500,207900,210000,209600,211600,211000,210800,214200,217800,221000,219000,221800,223500,230700,230300,229500,225400,226200,226000,224800,225100,225200,228400,232700,235300,235300,231900,232100,231100,231400,230900,233800,239200,242500,245900,244300,250100,249000
2832,Riverside County,California,9,314800,297900,282700,270700,258600,247000,235400,228700,219500,210200,201000,193200,184800,175100,169300,168600,169800,172000,173700,177100,181200,186500,191400,193900,192700,189600,190700,192600,193800,192000,191000,190700,189000,188500,189200,191700,191100,188000,185700,184600,183500,181500,181900,183500,185300,184200,184800,185600,188000,190900,192000,193100,193900,192600,196200,202100,211600,218600,222500,226700,230600,234100,238400,243600,251800,255600,258600,260000,265600,269300,273500,275300,276500,275600,277100,278400,280500,281500,281600,283100,282600,285000,284800,291100,290900,294400,292100,294100,295000,296500,298000,299900,301100,304600,306900,307400,309400,309900,312000,311600,311800,316100,319600,320600,318800,317000,318700,321700,324600,327600,327100,329000,332000,336100,337600,343500,347000,350800,355800,364000,366700,365100,364000,367500,368000,366000,369500,370700,376600,377400,382800,383400,382200,379200,378000,379700,380100,383100,386200,390600,391900,389900,390000,395000
3250,San Bernardino County,California,10,270700,257700,242500,233500,221900,213800,204100,198000,188500,179900,169500,161900,153900,144000,136200,132600,132400,135500,139000,142900,146200,148200,150600,150400,149500,148300,148300,150000,151000,152800,153800,153100,152100,150500,151700,151900,150700,147800,145200,143900,145100,147100,149300,148600,148900,147000,148300,146400,147500,147600,149600,152600,156000,160200,163500,165600,171000,173600,176600,174400,176600,179000,185400,189500,192700,196600,204800,214000,214900,218000,217500,222600,220500,223200,225400,229300,230100,231000,230700,233900,237100,240500,239300,239800,242700,247000,245800,244600,247000,252800,255600,254100,255700,257800,261300,262600,263600,262600,263500,262400,266400,265300,273600,271700,273700,268800,267600,267600,268800,272900,275500,277600,278800,280900,285400,293300,299500,302000,304100,310200,312000,315200,312000,316300,316300,318900,318500,319200,316600,314000,315300,319300,323800,324300,325200,324300,323500,324500,330200,334900,335700,333100,338900,345100
445,Clark County,Nevada,11,245300,240500,234500,225500,216900,206200,197200,188400,180000,172400,163400,155800,148000,138800,131400,125500,124000,121900,121700,123000,125300,126400,126600,125600,125500,126500,128200,128700,126300,124900,123400,122600,122000,120700,119500,117900,115800,114600,112700,111000,108900,106200,105700,107200,109700,110600,110500,109700,111000,113100,115300,116900,117800,120000,122600,126500,130900,134500,137100,139200,142000,145500,148800,152800,156800,159500,161400,163000,165200,167200,168400,169100,170000,170500,171200,165700,166800,170400,177900,179700,180200,181800,181800,183800,184600,187700,187500,185500,187600,189500,194400,193400,195400,196700,200100,200200,200100,199000,199800,199700,200100,199400,200600,202200,204400,206800,210400,213400,218000,219600,222500,224100,228000,229800,233400,235800,239000,241700,244100,247400,249900,253600,256800,259400,259800,261500,263500,267800,269200,270800,272700,273200,273800,270800,271500,270600,271900,272500,275200,278400,280700,284100,285000,288700
207,King County,Washington,12,393500,392300,384000,378100,365600,363400,361600,361200,356900,360500,368400,369000,356900,342400,333900,331000,328400,332100,337700,342000,340900,349200,360300,370700,364200,352600,341100,334400,346200,350300,360200,351300,353600,356900,360000,362400,349200,343100,328000,321200,308600,307600,309500,304100,299200,296800,300900,298800,295900,305700,313000,322700,323000,330700,336300,342300,350200,351400,346400,344300,348400,354900,358100,358100,366300,368700,376300,374700,374500,371600,370700,373300,372400,373100,371100,375200,380200,381200,384700,384400,387800,385800,387800,387400,389800,400500,405500,408500,400800,406600,408100,413000,415400,424900,431700,436600,436000,439600,440800,445200,441500,441900,442200,449300,461200,469700,478500,481200,488200,501100,509100,518200,521700,531700,535100,540400,541500,549800,553900,561600,569900,586600,593400,589100,573800,566500,569200,574000,575200,570300,571500,579300,592200,602800,607200,602400,588900,585000,582100,588400,586600,603900,614500,629800
2049,Tarrant County,Texas,13,132300,130900,128400,127800,129000,130600,130200,130100,130000,130600,129500,128200,127200,127500,126300,127900,128400,131300,130600,131100,130700,130800,130200,131600,131600,132500,129300,129000,128300,132100,134200,133800,133200,132300,133800,132000,129400,124600,122100,123000,124400,128000,129300,132800,132600,132300,131100,131900,132700,135500,136800,139500,139300,139400,139400,139900,139100,137800,137200,137800,139900,142600,145500,146800,150200,151600,152900,152300,153400,153800,151200,150200,149400,152800,154100,156500,157400,159300,159100,160900,160900,163500,162300,163900,164400,166200,167400,169800,172300,172100,171400,170200,171800,173100,176400,178400,180400,181400,182000,182400,182600,184800,187500,189900,191500,193200,195100,199200,201100,201400,200100,200400,202200,203500,204900,205600,206800,208800,211300,214600,214300,214900,213900,215900,216900,215800,217300,217900,220800,219800,221300,222200,223200,223100,223500,225500,225700,228000,229400,235300,239400,240000,241400,241100
3136,Santa Clara County,California,14,682200,650500,635000,621900,614600,593100,565300,534200,500700,483600,469400,461100,431900,411900,406400,423500,451900,472800,483500,489300,498800,517500,519800,513300,506300,502500,508600,511600,524800,527300,532900,527700,525700,522200,514100,499500,483200,477100,481800,493000,498900,507500,504400,494100,484000,482700,487600,483000,481000,490000,510200,532400,555700,574900,583100,584600,589900,603100,618600,625200,624600,630200,641400,650800,657000,660300,670600,671800,674400,676200,687200,695800,703800,708800,711400,713500,710200,717800,722800,732000,738700,751100,756500,765900,766700,771600,779400,791100,807800,819000,821100,820400,821100,838600,841800,842400,836100,841700,848600,847600,856700,851500,857300,859600,869000,872300,873500,884800,897900,902100,904200,912300,923600,933800,954200,985300,1026100,1079400,1106400,1154200,1174900,1186600,1172200,1145800,1132300,1124100,1110700,1132600,1115800,1108700,1088400,1078800,1081500,1065100,1068100,1067100,1073800,1064100,1058100,1054400,1073200,1094900,1097400,1101700
1561,Broward County,Florida,15,228900,222100,214300,209500,203800,205000,195900,190500,178100,171300,159500,151600,142900,134800,125800,120100,118300,118900,120600,120700,124000,126800,122800,116500,112700,113200,114500,113900,112600,110500,108900,109900,111500,112100,108100,103700,99400,97600,97600,100500,104200,105300,106200,106600,109400,110400,113500,113100,113200,113900,115200,117200,117400,119100,120800,123600,125500,131700,134900,138200,135700,136900,138700,142000,145800,149300,153800,155800,155600,156000,157900,160200,161200,160000,160600,160800,163800,164300,167600,169000,174100,175600,176400,176600,178500,181500,185900,188700,192100,191700,190300,188200,185700,187400,190700,196400,198900,199900,201000,202000,202700,201800,205500,208000,209100,208700,209100,212300,214500,218200,218000,220300,219500,225600,224900,227900,228600,231400,233300,233200,235700,238000,239300,240200,238800,239000,237400,239800,243400,246600,247700,252000,256400,259600,256200,256200,255900,256400,252300,253400,,,,
386,Bexar County,Texas,16,133900,134000,133500,133700,134100,135300,134600,134600,132300,129800,129200,130200,133000,134600,135600,136700,138000,138300,138400,136700,136000,133800,133700,134600,134500,133600,131800,132300,133400,135700,136900,138300,140400,141100,139500,135600,134400,133900,135000,134900,135800,135400,135600,136500,135800,136500,133700,135600,135600,138900,140700,142600,143600,142100,142100,142600,143400,144400,141200,143600,144200,148900,149600,152700,153800,155600,153900,153600,152100,152600,154000,155500,157100,157600,158500,157600,158000,157700,159600,160000,161400,162600,164400,165100,166400,167100,167900,168900,169300,170100,170300,171200,169800,170700,171300,172600,174000,174400,175300,174500,175800,177000,178300,178600,179300,179200,178300,179000,178400,178700,178400,180500,180200,181000,181200,183900,184600,186800,187600,188200,188100,188800,190000,189600,190000,190900,193700,198000,199600,198300,193800,193600,194900,198100,200000,201200,202600,204100,206400,208800,208000,208600,207900,212100
2452,New York County,New York,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,822400,799500,798100,770400,801000,801300,832100,825000,796100,788200,812600,835700,846400,823800,829200,833700,853800,837100,827700,793900,802200,799400,812000,825300,845600,868800,864600,863300,848600,874100,863000,863700,808400,817400,823400,845400,841900,834300,835800,841400,858100,871100,880700,896300,905200,896900,872100,871100,886500,903900,908200,891500,897100,921000,949600,957000,953900,948200,937800,929500,936500,949200,958700,972800,1028500,1067800,1105600,1058500,1115900,1134400,1134700,1051800,1045200,1052500,1056600,996200,999600,983200,975000,943900,946300,961900,1007200,1051300,1084700,1082900,1025100,995200,956800,956000,949500,993400,1005300,1008300,1004600,1010600,997500,978300,984000,998900,996900,983000,974200,953500,980400,1013100,1017400,1014100,994200,1029900,986100,969000,932900,932900,926300,909600,945100
3175,Philadelphia County,Pennsylvania,18,111700,111600,111100,109400,108400,112000,114900,115400,113400,109300,108000,102600,101700,107800,111000,113700,109200,115900,120600,123300,125900,124400,122000,114000,114500,117100,119900,118600,114900,108200,106100,101200,106400,102200,106600,105700,109500,108200,106600,107000,104800,106700,106100,106900,103500,103800,104300,102500,100800,102700,107200,106300,105900,108500,107300,104100,102700,108200,109800,108300,102900,105600,104900,109000,109200,111500,111200,112900,113800,116800,118000,118600,123200,121900,121800,117400,117300,119000,118100,119000,115100,115600,114200,110800,113600,115700,120200,119400,119800,120400,122700,124300,124300,119200,124600,123100,124000,116800,120400,122200,124700,124500,126900,123500,125100,126200,131100,135300,137500,139000,139000,141500,142900,144500,143500,142800,145900,144500,148500,141300,141400,136400,140600,140500,142200,140600,142000,141900,146700,149600,152800,154700,155000,157300,157500,161400,163400,162700,160500,161600,170700,175200,182200,190400
1510,Alameda County,California,19,532700,508500,464300,440800,432900,422900,410000,388700,368100,351800,339400,337900,320000,310600,302100,315000,323400,328800,342300,360700,373600,377400,372800,378200,378800,371000,372200,372900,379600,372200,373000,377200,377900,372200,360100,359900,353300,349800,334900,329200,329600,331100,337400,340100,342200,339700,335700,341400,334000,336400,330300,341700,356300,374100,387800,395600,401400,411400,420700,431800,436600,443200,450600,466200,483600,494300,502600,506200,510800,511800,515600,524500,527900,532500,533200,541200,546500,559100,560400,560100,558800,563500,567900,571900,584400,603100,608800,609200,607000,613200,617300,621600,620500,633600,640100,665700,658400,657000,644200,647300,649000,647000,653300,658200,674000,680300,691300,710600,722600,724900,699600,696100,698300,708100,715200,729800,742600,758400,772600,800800,803200,800900,790800,796400,800200,797000,799300,799300,800400,794300,794500,816300,819600,810700,789400,786900,790700,788700,788900,799800,795200,806500,,
2801,Middlesex County,Massachusetts,20,363100,353900,347100,346600,347000,349700,349500,345200,334900,330800,331400,346000,335200,333300,320600,329600,333400,335300,341500,337300,336900,343400,353100,359900,351900,348800,344600,349000,354300,366400,373400,366600,358600,352100,353400,352500,340700,330700,328700,342600,352200,355300,355300,351000,348500,338900,343200,348100,351500,352500,351600,360400,362200,365400,364800,363800,362400,358300,361800,362800,364300,367000,368700,374700,375500,382000,384500,391300,390600,390600,389500,389500,388100,386600,391600,394900,399800,396800,400100,401400,404600,403300,405800,409900,415800,412000,410800,408200,413100,413500,414200,415900,419100,423600,421900,425200,422400,427700,426300,432900,438000,441200,441200,432500,437100,440400,447700,447900,453700,460400,464700,459400,457300,460300,467500,470500,468900,474500,480900,489700,491600,495800,493600,496300,497100,499900,496200,493800,494400,493700,499500,501500,509400,510200,515200,512400,509000,505800,510400,511700,513100,513600,522500,529500
2046,Suffolk County,New York,21,396700,399700,403500,403600,397100,392900,386200,379900,371900,369100,363700,362200,357700,356700,355300,357800,352900,354100,348700,350400,341900,347200,345300,353900,351600,354200,349800,347300,346400,344100,343600,348800,346200,351500,349700,353900,348100,339700,341800,336900,340100,332900,331600,329900,325000,332400,328900,330400,333800,337000,341000,340700,342600,342500,329800,331100,330000,339000,342100,348900,351900,349400,349900,349100,347600,344600,344100,345600,346500,345100,345000,342100,339700,337900,336500,338900,342000,344200,340900,334600,336800,338900,349800,353700,355900,350900,347900,353700,352500,349600,345800,345200,347500,346100,347900,349800,345700,345600,345500,351600,351500,353300,351600,352900,349400,351400,351400,355800,357600,358700,356500,353900,357700,360600,365200,365000,359300,353500,349400,356100,363600,369400,373000,373700,374900,380100,382400,385500,382800,385600,384700,388900,386700,390600,392100,395500,400100,403600,406000,408600,407800,412200,414700,420300
3017,Sacramento County,California,22,249600,234600,222000,211600,203700,199100,191800,187400,178900,174600,170300,165500,163000,159600,161400,162700,166300,171100,172800,174500,174300,177300,177200,174000,172800,172700,174400,174100,172100,170800,168600,169200,170300,170600,169800,163600,159700,155200,153600,151700,150200,151600,151200,151300,152800,153800,156400,156300,157500,156400,153600,153000,154100,160700,165000,171500,177400,182500,188800,191000,197900,200600,208700,214000,221800,226300,230400,231100,233400,237500,240900,242900,241200,244400,246300,248900,248200,247200,249200,250400,251600,252500,252700,257300,259900,263200,262500,262700,263600,265000,267500,270200,270700,273900,276400,281800,285700,288100,289300,290200,292400,295400,295600,300000,303500,304600,304900,303600,305100,305200,307900,311600,317500,320400,322100,323500,326200,330200,334600,335100,339100,341600,343500,342600,339300,342400,344500,346000,347600,347500,351400,351600,352900,355800,355700,356400,356200,357800,360000,358900,362800,363600,367400,373900
1252,Nassau County,New York,23,458000,461800,471600,473000,465900,463300,454200,446700,432700,424400,421700,414800,415600,413800,415500,412400,411900,404400,404900,406600,414800,416700,415700,419600,424000,430800,427300,425400,414800,415500,413400,416600,419200,413700,420000,419200,422900,427600,418300,415500,403000,404100,411800,410100,408800,398400,399700,399500,396400,396500,402000,407700,406500,407600,412200,410500,412700,409800,419100,419700,420900,415200,413000,416300,421800,423900,428100,428600,429800,426800,428100,427000,426300,423800,425300,426500,429500,434300,437200,435800,431900,426900,428400,432300,435600,443600,442800,446900,438900,439500,435600,437500,434900,439700,442900,442600,445200,446600,454200,453100,454700,456300,457000,460800,461900,466300,464700,469400,472200,478800,484200,486400,485300,484300,486100,488900,494200,499200,500400,497300,498700,506000,507800,505100,506100,505900,511100,511700,519900,519200,519900,513800,517100,518700,527000,529100,527200,518300,515300,519900,531600,536000,541100,
2993,Palm Beach County,Florida,24,240000,231500,220900,220900,219700,220800,214500,205200,193000,183500,174100,166900,159800,152800,146900,146300,149500,153700,158700,159300,158200,155800,154700,154900,149500,145200,143700,144800,143800,139800,134900,134200,132700,131200,128500,123800,119600,115700,116300,116000,116200,113800,113200,113700,112100,114300,113500,116300,116000,121000,124200,128500,129500,132100,134300,137600,139700,142500,145800,148400,147200,147600,151900,156700,159800,161000,162900,166400,168400,172000,172500,172900,174700,174600,176800,179500,184300,183700,184000,182100,187100,188100,190800,190500,191700,195000,202100,206800,207700,207300,207100,208700,208300,210200,207200,211200,213300,221400,221400,222200,223300,226200,228700,228500,225700,225600,223500,229100,229300,233800,232600,235000,235500,237200,239300,240800,242500,244900,248900,252000,254300,253200,249300,247000,244100,244800,245900,251600,255100,254100,251400,252800,257400,260000,260100,258500,258800,261000,263900,266700,272600,277700,284800,287600
2241,Cuyahoga County,Ohio,25,,,,,,,,,,,,,,,,,,,,94600,100300,100000,99100,99100,100200,101000,101400,100400,94200,87400,81800,84200,91500,95700,93600,82300,78700,76700,77400,81100,82300,86300,81800,81100,79300,80100,80700,79100,76200,78700,83000,85400,87600,87600,89700,85800,83500,85400,87000,91500,90600,89000,85300,86800,91600,94800,94200,90800,88500,86000,86500,84100,85100,85900,90000,92400,93800,96900,95800,96400,92800,93800,94800,93200,93600,88800,92500,94000,99200,98400,98000,93200,91700,91400,93900,100300,99800,102700,101000,104200,102300,103300,101800,103200,105600,108900,111300,109600,108300,110000,112300,110000,107800,105400,108900,113800,119000,119800,117900,116900,120000,120300,119000,114500,111600,110600,112900,115400,117900,118900,120500,125700,127000,128500,126400,125000,123400,118700,120100,120400,123600,125200,128900,140900
3165,Hillsborough County,Florida,26,193300,183900,177600,173700,173000,169600,164100,157300,152000,145900,138400,133000,128800,128000,124700,124900,125600,126200,127100,124900,126600,124000,123900,122700,119200,117900,116600,118600,114200,112200,109600,109000,105800,104800,100500,94200,90500,88500,90700,91200,97100,100400,104100,103300,101900,100200,100600,103600,104300,107100,106600,109000,110700,112800,113900,114900,120100,124100,125200,125400,127000,130100,132200,133700,137100,140800,142000,141300,137000,137800,135300,137400,135200,134700,135700,137500,142800,143500,144700,145500,145700,148300,146300,149000,149900,155100,156300,157800,158000,159100,160700,162400,163700,163700,166100,170500,172900,175800,175400,180000,179400,181300,180000,182000,182900,183300,184700,184700,186800,184900,186000,187300,191900,194500,196100,197000,199900,201000,203300,205800,209100,211000,211200,213000,215100,217500,219200,222100,227300,231600,233000,231700,227300,223200,219600,220500,222400,224800,226600,230100,233200,236900,,
2614,Allegheny County,Pennsylvania,27,90000,92900,91100,90900,93400,92300,90700,87900,89000,85500,80000,82900,85800,90300,91200,96200,101900,104000,106000,106900,109200,107100,103400,104900,107200,111100,109300,108800,106800,105800,106200,109700,109800,109800,104900,107500,107100,106600,104800,106000,111800,112200,111400,108300,107100,104700,106500,109100,112300,114300,114000,116900,117300,116600,116300,115600,115700,112200,114300,115600,118200,117400,118100,118700,119500,119600,121300,119900,119100,117000,114400,116600,119200,123800,122100,122000,121700,124400,125000,125000,123000,125200,125700,133500,134300,133900,127400,126800,130100,130600,130300,128800,130400,130600,132900,139800,139100,137800,130500,131700,131900,131700,131600,132500,133400,134400,135200,138400,139200,139500,138900,139800,140400,139100,138500,140700,143800,143100,141400,150200,157400,158800,149200,146200,146400,147900,146800,148400,148000,150800,150000,161600,163100,165100,156400,156000,154400,154600,151900,155000,158300,164500,171800,182900
1950,Oakland County,Michigan,28,158800,150200,142800,135100,135800,135700,135000,128500,120400,114400,106900,99900,91000,82700,79600,78300,82700,85300,91700,94600,103400,107900,111200,105600,101300,99100,103400,106300,108800,104200,100100,93900,96800,98200,105900,100000,96100,88600,88900,92500,96500,105200,107500,112000,110500,110300,107300,104500,103400,101200,105800,107900,116000,124200,128000,133900,127600,133100,130800,137400,138100,139900,138900,141100,148300,158500,159800,161500,157900,160400,158700,159400,156800,157100,161400,166300,171100,174500,178200,172600,168600,167400,172900,174900,175100,175300,175600,178700,182500,183700,182100,180000,180200,180500,182200,184600,187400,187300,186900,188800,189600,192700,193300,197800,198800,199300,199400,201800,204500,210300,212800,214300,207800,204300,206200,210200,215600,218100,218500,219300,219700,221800,222200,221000,220700,221000,221300,220800,221600,224500,223300,219900,219600,222300,229300,227500,230800,229800,236000,238000,239700,238900,238100,242500
2288,Franklin County,Ohio,29,135000,131900,133400,132600,130600,127400,124900,123300,119000,118300,120500,121200,120600,119300,120500,121200,124400,128700,132400,134000,134100,132100,131900,135500,137100,133400,127900,125800,119600,116800,112200,114800,114000,120800,121200,117700,109900,109900,110800,113500,114400,117400,115000,113100,113300,116700,117600,112700,108400,113200,119000,126100,127800,129800,128400,123700,123000,124800,125300,123200,119500,119300,122400,128300,133900,137300,135300,131700,131500,130000,130400,130300,133200,135200,134600,137600,139800,141400,139200,138700,139200,139600,140700,154600,156600,156000,144800,144800,144800,145100,145500,145300,142100,141400,143100,147400,151300,152700,151900,149100,150000,150200,153700,154900,156900,157200,158700,157600,156500,156200,158900,159900,160500,160100,160300,161800,163100,166600,168300,171000,170300,169800,167000,168600,169000,171200,170700,172400,174000,177900,176800,183300,184800,189800,185800,183800,182800,181800,183000,185000,191100,196300,199500,204800
