ID Geography,County,State,2013,2014,2015,2016,2017,2018
05000US45059,Laurens County, SC,35406,37638,39474,44038,40377,41452
05000US42073,Lawrence County, PA,43425,45356,42921,46918,49967,47853
05000US35025,Lea County, NM,56191,61351,56260,55636,55952,50871
05000US20103,Leavenworth County, KS,68266,66779,60423,68299,70920,71071
05000US42075,Lebanon County, PA,55973,54068,52571,57248,57372,61362
05000US01081,Lee County, AL,46068,39932,46589,48056,52943,46456
05000US12071,Lee County, FL,46383,49055,50651,52909,53928,56129
05000US28081,Lee County, MS,42882,43204,39581,42235,55886,53062
05000US42077,Lehigh County, PA,54244,58603,56452,60498,60871,62278
05000US26091,Lenawee County, MI,45938,46739,48279,51918,56515,55378
05000US12073,Leon County, FL,46859,44824,46002,51107,51642,50682
05000US30049,Lewis and Clark County, MT,54954,53435,58796,63475,60404,65241
05000US53041,Lewis County, WA,40601,43575,48179,45523,49827,61058
05000US45063,Lexington County, SC,53990,53980,55227,57382,60181,60154
05000US13179,Liberty County, GA,39140,41812,36573,45138,,
05000US48291,Liberty County, TX,41711,44188,55152,42877,45614,51955
05000US39089,Licking County, OH,54875,57654,59883,58685,62883,67784
05000US01083,Limestone County, AL,48639,49672,55009,50872,55817,67000
05000US37109,Lincoln County, NC,49079,48131,46884,49453,54361,63782
05000US19113,Linn County, IA,56151,62984,57073,64639,63149,64103
05000US41043,Linn County, OR,45130,43428,47527,51310,51541,54113
05000US09005,Litchfield County, CT,70981,73756,70667,76993,78436,76043
05000US26093,Livingston County, MI,70707,73819,76455,78038,80733,82884
05000US36051,Livingston County, NY,52061,48456,53441,53121,55931,61609
05000US22063,Livingston Parish, LA,52246,60466,58677,56534,60471,64067
05000US05085,Lonoke County, AR,56635,54545,56893,55837,51835,53782
05000US39093,Lorain County, OH,52687,52082,52373,54504,54932,58613
05000US06037,Los Angeles County, CA,54529,55746,59134,61338,65006,68093
05000US51107,Loudoun County, VA,116848,122294,125003,134464,135842,139915
05000US13185,Lowndes County, GA,35317,38733,34455,41449,41156,34886
05000US48303,Lubbock County, TX,47309,46076,47897,49136,47317,50505
05000US39095,Lucas County, OH,40245,42132,42594,44534,47308,47360
05000US42079,Luzerne County, PA,45190,44311,50301,46580,51332,54433
05000US42081,Lycoming County, PA,47373,45161,51455,49052,50909,55045
05000US51680,Lynchburg city, VA,40477,40594,39374,41264,45239,42389
05000US26099,Macomb County, MI,52851,54792,54640,60143,60380,62107
05000US17115,Macon County, IL,45957,47574,48040,46198,51970,50066
05000US06039,Madera County, CA,39758,42433,47150,51657,51283,56305
05000US01089,Madison County, AL,58076,58339,58636,60503,62312,63111
05000US17119,Madison County, IL,54101,54438,52664,56035,57890,59987
05000US18095,Madison County, IN,40913,45134,45257,45495,43060,49615
05000US21151,Madison County, KY,45316,43973,45383,43840,50893,52047
05000US28089,Madison County, MS,66400,67746,67907,64350,68336,75992
05000US36053,Madison County, NY,52300,51873,60286,60630,57069,59678
05000US47113,Madison County, TN,39523,42412,47801,41791,45013,45360
05000US39099,Mahoning County, OH,40843,41134,41910,42295,43389,47962
05000US12081,Manatee County, FL,48309,52031,50835,51748,55268,59956
05000US55071,Manitowoc County, WI,47181,45136,50302,51752,54785,54393
05000US55073,Marathon County, WI,51635,53300,55687,54774,58173,62890
05000US04013,Maricopa County, AZ,52045,53896,56004,58737,62223,65252
05000US06041,Marin County, CA,96580,95749,100662,103845,113908,126373
05000US12083,Marion County, FL,38695,39958,40050,39383,43910,44576
05000US18097,Marion County, IN,41345,42557,41226,44874,47344,47780
05000US39101,Marion County, OH,41849,39233,40607,42826,44766,43008
05000US41047,Marion County, OR,46873,48620,52047,56550,56354,56341
05000US26103,Marquette County, MI,45011,44267,48259,51275,49008,54779
05000US01095,Marshall County, AL,38116,33446,40525,42362,41476,47528
05000US12085,Martin County, FL,49444,55866,51622,54620,54681,59978
05000US53045,Mason County, WA,,,,,,58094
05000US02170,Matanuska-Susitna Borough, AK,72122,73831,76427,69332,69121,72667
05000US15009,Maui County, HI,65558,67013,70497,72257,80241,82885
05000US47119,Maury County, TN,45712,53990,50707,50591,57258,53794
05000US72097,Mayagüez Municipio, PR,15155,14108,13037,14532,14010,11940
05000US21145,McCracken County, KY,41209,36712,51114,39048,49436,47764
05000US17111,McHenry County, IL,75449,76628,80125,81063,86348,85275
05000US35031,McKinley County, NM,24945,27041,28212,31526,31565,34080
05000US17113,McLean County, IL,61846,58061,65304,62156,68274,66256
05000US48309,McLennan County, TX,40633,43609,46602,46860,47267,48713
05000US37119,Mecklenburg County, NC,54278,58841,56883,62978,65588,63967
05000US39103,Medina County, OH,66477,67969,69989,72618,71360,75786
05000US06045,Mendocino County, CA,42042,42660,41896,43809,53024,51830
05000US06047,Merced County, CA,40687,44084,41997,47739,47735,57745
05000US34021,Mercer County, NJ,70857,74961,72417,77650,79173,80632
05000US42085,Mercer County, PA,44222,43574,47051,49890,46785,48847
05000US33013,Merrimack County, NH,65662,62418,68566,69505,70764,75088
05000US08077,Mesa County, CO,46723,50174,51465,48846,52742,49848
05000US39109,Miami County, OH,51581,51087,49156,60170,60910,58486
05000US12086,Miami-Dade County, FL,41913,42926,43786,45935,49930,52205
05000US09007,Middlesex County, CT,75303,75876,83530,79739,79646,89131
05000US25017,Middlesex County, MA,82425,84464,90267,95249,98555,100517
05000US34023,Middlesex County, NJ,76848,77682,78643,82375,85337,88217
05000US26111,Midland County, MI,49913,49194,59292,57269,61624,56091
05000US48329,Midland County, TX,72050,77711,81064,65349,75590,81210
05000US55079,Milwaukee County, WI,41959,42765,45859,47607,47591,49636
05000US46099,Minnehaha County, SD,52117,54829,54918,60038,61083,58742
05000US30063,Missoula County, MT,48077,44289,42815,46550,54311,56598
05000US01097,Mobile County, AL,42944,43642,42699,45744,46023,43061
05000US04015,Mohave County, AZ,39058,37674,40908,42423,42311,46060
05000US34025,Monmouth County, NJ,83749,88413,87092,90226,98270,99642
05000US54061,Monongalia County, WV,49534,41955,45880,50953,50888,50834
05000US12087,Monroe County, FL,50838,59388,61020,65717,65747,71973
05000US18105,Monroe County, IN,41972,43657,45062,43582,48713,47369
05000US26115,Monroe County, MI,53561,57275,54396,60799,59290,61916
05000US36055,Monroe County, NY,51665,51217,54077,54492,57561,60222
05000US42089,Monroe County, PA,55536,63118,57318,60095,61612,64170
05000US06053,Monterey County, CA,57052,57864,60494,63876,71274,70681
05000US01101,Montgomery County, AL,44675,43346,42477,45395,45724,49989
05000US24031,Montgomery County, MD,98326,97765,98917,99763,103235,108188
05000US39113,Montgomery County, OH,42776,42644,46561,46936,47755,50838
05000US42091,Montgomery County, PA,76919,79495,83254,84113,87304,90122
05000US47125,Montgomery County, TN,51017,50941,48659,56112,58381,56019
05000US48339,Montgomery County, TX,68428,70243,71577,71123,76811,76929
05000US51121,Montgomery County, VA,45679,42052,52151,55706,56462,51932
05000US37125,Moore County, NC,49959,51328,51547,52279,64184,58531
05000US01103,Morgan County, AL,43169,44708,47229,44378,48563,53260
05000US18109,Morgan County, IN,56664,52891,58755,60530,60946,68338
05000US34027,Morris County, NJ,100176,100579,101661,106985,114732,112288
05000US41051,Multnomah County, OR,54024,53660,59231,62629,63974,71186
05000US13215,Muscogee County, GA,40499,42176,41859,40060,42107,47288
05000US26121,Muskegon County, MI,41630,42600,47453,44264,49229,50080
05000US39119,Muskingum County, OH,39212,41230,42815,43422,43113,49602
05000US40101,Muskogee County, OK,39130,42756,41016,40860,36342,45290
05000US48347,Nacogdoches County, TX,35587,39326,39865,35562,47589,46459
05000US06055,Napa County, CA,70914,74123,75513,75077,86562,87025
05000US37127,Nash County, NC,40057,43209,42718,47902,47289,51601
05000US12089,Nassau County, FL,54330,52249,52005,71515,71489,63913
05000US36059,Nassau County, NY,96193,99035,101830,105870,108133,116304
05000US56025,Natrona County, WY,58635,56392,52886,59474,60546,64833
05000US04017,Navajo County, AZ,38400,34600,37833,36998,41295,40463
05000US06057,Nevada County, CA,54851,56917,54177,59022,65385,66299
05000US10003,New Castle County, DE,63109,64801,66256,67274,66647,69479
05000US37129,New Hanover County, NC,48688,49982,52685,50028,52674,52239
05000US09009,New Haven County, CT,58571,60391,61760,66176,66863,67845
05000US09011,New London County, CT,62883,66148,65764,70699,71987,67197
05000US36061,New York County, NY,72190,76089,75575,77559,85071,85066
05000US44005,Newport County, RI,70299,71799,66026,73596,80222,83822
05000US51700,Newport News city, VA,49184,49602,48630,50524,49716,50180
05000US13217,Newton County, GA,54107,46790,50806,48628,57337,57344
05000US36063,Niagara County, NY,46775,49700,48160,50233,54743,55306
05000US51710,Norfolk city, VA,44030,43186,45996,46467,49445,49587
05000US25021,Norfolk County, MA,84317,90506,94039,92696,100829,100356
05000US42095,Northampton County, PA,60482,61879,62436,66438,66066,68591
05000US42097,Northumberland County, PA,41011,39778,44989,47736,44895,47160
05000US48355,Nueces County, TX,49338,51817,50587,54318,52482,54560
05000US26125,Oakland County, MI,67202,69293,69998,71920,77475,80193
05000US34029,Ocean County, NJ,60227,63653,63765,62222,71081,68551
05000US45073,Oconee County, SC,40565,35159,43266,43743,50192,47132
05000US12091,Okaloosa County, FL,55139,57640,55659,60026,61866,63997
05000US40109,Oklahoma County, OK,45810,48183,49693,51078,51323,52214
05000US21185,Oldham County, KY,,,,90341,96576,102033
05000US27109,Olmsted County, MN,65665,69731,69973,72428,77270,75327
05000US36065,Oneida County, NY,43702,48803,48023,52996,53902,54593
05000US36067,Onondaga County, NY,52110,52947,57365,56991,57652,59883
05000US37133,Onslow County, NC,44673,47581,45832,47150,49883,50639
05000US36069,Ontario County, NY,58165,59093,57711,57448,66004,62522
05000US06059,Orange County, CA,74163,76306,78428,81837,86217,89759
05000US12095,Orange County, FL,46716,47055,50720,51335,54107,58588
05000US37135,Orange County, NC,59409,59658,61164,66423,69940,72563
05000US36071,Orange County, NY,68950,70240,73031,73025,79311,75825
05000US48361,Orange County, TX,52728,46809,50429,53480,58863,56420
05000US45075,Orangeburg County, SC,31230,28680,38596,32450,35947,36536
05000US22071,Orleans Parish, LA,36631,35504,39077,38681,36999,38423
05000US12097,Osceola County, FL,41361,42899,45244,51436,49762,50546
05000US36075,Oswego County, NY,46533,47013,49767,53562,53406,54264
05000US35035,Otero County, NM,44102,42603,36142,43646,43887,42591
05000US26139,Ottawa County, MI,57517,60343,61012,64513,68543,69952
05000US22073,Ouachita Parish, LA,40473,41139,36709,37275,40161,44059
05000US55087,Outagamie County, WI,56433,58118,59252,61149,65564,64759
05000US55089,Ozaukee County, WI,70899,72103,79048,84415,82869,81104
05000US12099,Palm Beach County, FL,51804,52203,56664,57580,60057,61691
05000US48367,Parker County, TX,60454,68882,67012,66548,75823,72004
05000US12101,Pasco County, FL,45678,45349,46133,46264,51347,54208
05000US34031,Passaic County, NJ,58898,58804,55954,62016,64233,75259
05000US13223,Paulding County, GA,56307,62453,60214,60856,66482,73084
05000US40119,Payne County, OK,36087,38642,39840,35927,36914,48031
05000US46103,Pennington County, SD,48906,47838,52611,50950,54836,59006
05000US23019,Penobscot County, ME,43598,42242,44173,47328,50349,47217
05000US17143,Peoria County, IL,49391,52352,53837,51975,53843,56138
05000US42101,Philadelphia County, PA,36836,39043,41233,41449,39759,46116
05000US45077,Pickens County, SC,41800,40136,42449,45779,47520,47148
05000US53053,Pierce County, WA,57660,60496,60167,64434,69278,75407
05000US21195,Pike County, KY,34373,31426,33321,,,
05000US04019,Pima County, AZ,43824,45856,47099,47560,51425,53464
05000US04021,Pinal County, AZ,49756,49867,50770,52555,52788,59058
05000US12103,Pinellas County, FL,43703,45152,47618,50036,51512,52198
05000US37147,Pitt County, NC,40639,41632,41453,46573,45849,42481
05000US06061,Placer County, CA,73328,75390,75708,85426,80728,88592
05000US29165,Platte County, MO,63438,69787,70837,77581,74646,80468
05000US25023,Plymouth County, MA,76183,74936,75080,82087,86910,90484
05000US12105,Polk County, FL,42435,42780,44061,46355,48475,51670
05000US19153,Polk County, IA,59328,60978,60176,64067,65995,68291
05000US41053,Polk County, OR,49781,51893,54970,52485,55428,61616
05000US72113,Ponce Municipio, PR,15990,15935,15418,17454,16270,17906
05000US39133,Portage County, OH,52337,51275,52835,49695,59402,64550
05000US55097,Portage County, WI,49872,51399,57244,53655,52247,57452
05000US18127,Porter County, IN,63806,60903,63807,66196,65747,66476
05000US51740,Portsmouth city, VA,43904,44905,49242,48516,50242,47919
05000US40125,Pottawatomie County, OK,45012,46839,43317,41716,48744,48776
05000US19155,Pottawattamie County, IA,50557,52239,53117,55972,58633,55376
05000US48375,Potter County, TX,37823,38324,40536,42305,45312,40797
05000US24033,Prince George's County, MD,72052,72290,76741,79184,81240,83034
05000US51153,Prince William County, VA,95268,92104,99766,97986,100845,107925
05000US44007,Providence County, RI,48159,47481,50565,52369,56672,56461
05000US08101,Pueblo County, CO,41218,41047,40050,44677,43148,48468
05000US05119,Pulaski County, AR,46368,44860,46070,47387,52450,49613
05000US12107,Putnam County, FL,32295,30765,31483,38239,33790,41608
05000US36079,Putnam County, NY,93746,97483,90538,96992,99479,102525
05000US47141,Putnam County, TN,31448,35516,40623,37437,39647,45199
05000US36081,Queens County, NY,56599,57241,60422,62207,64509,69320
05000US55101,Racine County, WI,54209,54525,57232,55706,60897,59759
05000US54081,Raleigh County, WV,40178,40561,37262,45863,42121,39122
05000US27123,Ramsey County, MN,56734,55101,57384,60369,61962,62919
05000US48381,Randall County, TX,60801,65749,61984,67015,62098,70108
05000US37151,Randolph County, NC,40109,41107,42347,44836,43154,47653
05000US28121,Rankin County, MS,55209,58755,57500,62332,66054,66480
05000US22079,Rapides Parish, LA,39331,40434,43222,42582,41646,49175
05000US36083,Rensselaer County, NY,57438,61457,60810,65965,64050,71648
05000US27131,Rice County, MN,58584,60527,57323,69135,64014,65839
05000US39139,Richland County, OH,39455,41548,45155,44073,46032,49564
05000US45079,Richland County, SC,47491,50028,51301,52030,51946,52159
05000US51760,Richmond city, VA,39193,43054,39906,42373,46261,48987
05000US13245,Richmond County, GA,35649,35793,41672,41419,37324,39413
05000US36085,Richmond County, NY,69633,71121,71622,77197,79201,82166
05000US20161,Riley County, KS,43778,44825,46677,50737,50067,44697
05000US06065,Riverside County, CA,54095,57006,58292,60134,63944,66964
05000US51770,Roanoke city, VA,36651,41697,39835,37044,43799,42711
05000US51161,Roanoke County, VA,56400,62091,63210,60454,64287,68595
05000US47147,Robertson County, TN,50510,51883,53204,60423,60474,69079
05000US37155,Robeson County, NC,29542,29889,31558,34254,32729,35037
05000US55105,Rock County, WI,47118,50610,53777,50729,55304,57037
05000US17161,Rock Island County, IL,48159,47751,50542,50948,51711,52148
05000US13247,Rockdale County, GA,49767,46524,50761,56820,62429,61222
05000US37157,Rockingham County, NC,41335,38878,38241,40985,48196,40688
05000US33015,Rockingham County, NH,74782,79922,87960,81726,89451,95160
05000US51165,Rockingham County, VA,56074,56112,51979,57755,59493,61199
05000US36087,Rockland County, NY,80942,85037,85392,85515,88726,89812
05000US48397,Rockwall County, TX,93054,80407,90940,95731,94848,100595
05000US40131,Rogers County, OK,54425,55626,63041,62434,60735,60148
05000US39141,Ross County, OH,40493,40764,44907,46422,50713,46769
05000US37159,Rowan County, NC,41154,45978,45320,48379,47396,46035
05000US37161,Rutherford County, NC,34993,34347,35594,36121,40570,43111
05000US47149,Rutherford County, TN,57174,52502,60043,61157,68514,63739
05000US06067,Sacramento County, CA,52936,55842,58942,59780,63045,69767
05000US26145,Saginaw County, MI,41548,44931,43383,45849,45331,48990
05000US34033,Salem County, NJ,61943,57377,68830,53662,61250,65733
05000US05125,Saline County, AR,53107,53926,55051,64932,59633,63084
05000US49035,Salt Lake County, UT,61775,62672,65694,68665,71471,73801
05000US06071,San Bernardino County, CA,52323,52041,53803,56337,60420,63857
05000US06073,San Diego County, CA,61426,66192,67320,70824,76207,79079
05000US06075,San Francisco County, CA,77485,85070,92094,103801,110816,112376
05000US06077,San Joaquin County, CA,51432,51659,53705,59518,61164,64119
05000US35045,San Juan County, NM,43787,48773,49613,52003,45942,44841
05000US72127,San Juan Municipio, PR,21309,20234,18933,22727,21912,23012
05000US06079,San Luis Obispo County, CA,58158,63474,62648,70564,71880,71148
05000US06081,San Mateo County, CA,91322,101051,101272,108627,116653,124425
05000US48409,San Patricio County, TX,46425,53877,54966,53348,51012,55018
05000US35043,Sandoval County, NM,55825,55398,63598,57158,54296,54338
05000US17167,Sangamon County, IL,55317,55103,57576,53782,61542,61997
05000US06083,Santa Barbara County, CA,62421,63833,63625,67436,71106,77472
05000US06085,Santa Clara County, CA,92014,97532,102340,111069,119035,126606
05000US06087,Santa Cruz County, CA,68438,65368,65139,77613,79705,86941
05000US35049,Santa Fe County, NM,51833,52809,55676,57863,58821,60193
05000US12113,Santa Rosa County, FL,54843,60317,59682,63619,66059,70787
05000US12115,Sarasota County, FL,48263,52109,56286,54989,58400,61683
05000US36091,Saratoga County, NY,70673,72354,75761,76097,83726,83765
05000US31153,Sarpy County, NE,65706,73775,73518,73569,80694,77941
05000US36093,Schenectady County, NY,54293,57587,61108,58331,62514,64847
05000US42107,Schuylkill County, PA,41114,43044,45810,50684,49559,48458
05000US39145,Scioto County, OH,37351,38233,35833,39210,43367,37257
05000US19163,Scott County, IA,53884,54679,57831,54730,58129,58175
05000US27139,Scott County, MN,83173,92107,92506,88765,98538,100963
05000US05131,Sebastian County, AR,41056,38418,40448,42053,41917,46826
05000US20173,Sedgwick County, KS,48361,50996,50840,52193,53923,55882
05000US12117,Seminole County, FL,55058,56322,57074,61311,64049,67470
05000US47155,Sevier County, TN,40715,39175,42107,45609,49963,47411
05000US06089,Shasta County, CA,40332,43706,46693,46724,52439,56280
05000US20177,Shawnee County, KS,50150,53507,51123,55710,57095,52104
05000US55117,Sheboygan County, WI,50678,54042,57047,54059,58361,60896
05000US01117,Shelby County, AL,67800,67754,70192,73647,73031,71230
05000US47157,Shelby County, TN,45226,43938,47083,47690,49647,47500
05000US27141,Sherburne County, MN,76036,77532,80088,83675,87756,80643
05000US26155,Shiawassee County, MI,41892,48523,51839,53244,53361,54456
05000US53057,Skagit County, WA,52448,50558,57122,60983,66066,73206
05000US48423,Smith County, TX,47745,43958,49060,52572,54339,58226
05000US53061,Snohomish County, WA,67394,71984,76251,78716,82595,87440
05000US06095,Solano County, CA,63520,67999,67443,73900,77133,84395
05000US34035,Somerset County, NJ,97219,100301,98440,104478,112153,121378
05000US42111,Somerset County, PA,43429,46217,43660,43871,48846,50988
05000US06097,Sonoma County, CA,61029,67771,66674,73929,80409,81395
05000US13255,Spalding County, GA,,,,,47027,42920
05000US45083,Spartanburg County, SC,42103,43688,45125,47371,50985,53581
05000US53063,Spokane County, WA,47576,50249,48525,53043,53360,59783
05000US51177,Spotsylvania County, VA,71901,75686,75535,81146,86491,88431
05000US29183,St. Charles County, MO,70137,73989,73116,80644,81594,81663
05000US01115,St. Clair County, AL,53803,50146,54484,60158,50934,56602
05000US17163,St. Clair County, IL,48136,50428,50347,50267,51670,59141
05000US26147,St. Clair County, MI,50285,50319,51127,51864,57362,56441
05000US55109,St. Croix County, WI,67502,76024,71449,72865,80512,81453
05000US29187,St. Francois County, MO,37349,41713,42863,45431,39288,46796
05000US12109,St. Johns County, FL,64862,65976,70379,78581,73836,80712
05000US18141,St. Joseph County, IN,40528,46254,46552,48358,52106,54434
05000US22097,St. Landry Parish, LA,31955,27753,30286,31207,34462,32867
05000US36089,St. Lawrence County, NY,45157,43758,42144,51592,50325,49681
05000US29510,St. Louis city, MO,34488,35959,38397,40346,41441,43889
05000US27137,St. Louis County, MN,45895,50040,50124,49825,52890,53550
05000US29189,St. Louis County, MO,59290,59993,61516,62572,64784,66778
05000US12111,St. Lucie County, FL,42504,42359,45905,44804,50062,54098
05000US24037,St. Mary's County, MD,78233,86417,85163,78195,81495,92250
05000US22103,St. Tammany Parish, LA,61280,63210,63180,64639,67396,65392
05000US51179,Stafford County, VA,93454,93422,95882,97484,112795,110307
05000US06099,Stanislaus County, CA,47962,51084,52363,54305,59514,60321
05000US39151,Stark County, OH,44979,47713,48819,50994,50984,52068
05000US27145,Stearns County, MN,57763,56040,55030,57728,63271,60669
05000US36101,Steuben County, NY,47046,46889,47146,50575,50930,55569
05000US19169,Story County, IA,50279,46091,50811,53371,60351,54586
05000US33017,Strafford County, NH,60692,58976,61563,71295,71057,71528
05000US51800,Suffolk city, VA,60637,62079,61203,66669,70277,71829
05000US25025,Suffolk County, MA,54747,54585,56771,61796,66459,69985
05000US36103,Suffolk County, NY,85439,86266,88340,92933,94750,100468
05000US36105,Sullivan County, NY,47805,53219,51761,50652,55309,52274
05000US47163,Sullivan County, TN,40148,38251,42012,42859,44909,44652
05000US39153,Summit County, OH,49232,50365,51309,52036,55419,58876
05000US47165,Sumner County, TN,55917,58316,59753,60503,65014,65948
05000US12119,Sumter County, FL,52891,50942,51335,54562,54057,53895
05000US45085,Sumter County, SC,39780,36633,41169,40614,45585,45994
05000US37171,Surry County, NC,35579,36511,37337,36802,42438,48398
05000US10005,Sussex County, DE,50629,55011,55065,57734,61985,60277
05000US34037,Sussex County, NJ,88407,82075,85086,87829,90026,92818
05000US06101,Sutter County, CA,49139,54433,52277,51397,55062,59121
05000US01121,Talladega County, AL,37719,39971,34451,39393,39731,40315
05000US22105,Tangipahoa Parish, LA,44166,40689,42962,48162,44861,48205
05000US48439,Tarrant County, TX,56895,58099,60737,61534,65052,66063
05000US48441,Taylor County, TX,44447,45907,48636,48803,51894,47508
05000US17179,Tazewell County, IL,56656,60801,57020,60152,60306,60857
05000US22109,Terrebonne Parish, LA,55148,46678,41786,46026,42857,52820
05000US53067,Thurston County, WA,59785,61609,62137,65783,71765,72703
05000US18157,Tippecanoe County, IN,47731,45771,50224,51361,52183,50256
05000US72135,Toa Alta Municipio, PR,29170,29341,32618,26171,24223,26358
05000US72137,Toa Baja Municipio, PR,24523,22166,23392,23560,25487,25504
05000US09013,Tolland County, CT,72954,78786,82168,81252,72117,91646
05000US48451,Tom Green County, TX,45968,44959,48114,48696,51114,52283
05000US36109,Tompkins County, NY,48516,52885,58084,56349,56672,57276
05000US49045,Tooele County, UT,,,,,72386,72906
05000US48453,Travis County, TX,60464,61787,65269,70158,72884,76392
05000US13285,Troup County, GA,43642,40486,39067,42371,38977,44260
05000US72139,Trujillo Alto Municipio, PR,30015,25972,30338,33122,31322,31078
05000US39155,Trumbull County, OH,41798,43039,42368,45552,46201,46196
05000US06107,Tulare County, CA,39422,42611,42413,45881,46266,48817
05000US40143,Tulsa County, OK,47949,50460,51287,51325,52441,55638
05000US01125,Tuscaloosa County, AL,46538,47531,49067,47787,52313,54459
05000US39157,Tuscarawas County, OH,44130,46253,47331,50440,51386,49658
05000US16083,Twin Falls County, ID,47403,43624,45499,51210,51589,51196
05000US36111,Ulster County, NY,58429,58093,59758,62790,63621,63889
05000US41059,Umatilla County, OR,48514,44402,49472,50171,52288,56842
05000US37179,Union County, NC,63355,62898,71729,71588,77691,80337
05000US34039,Union County, NJ,64593,69032,71163,72028,77326,82186
05000US49049,Utah County, UT,60172,60944,65487,69799,70417,75349
05000US35061,Valencia County, NM,40075,37628,42092,43700,47409,46493
05000US26159,Van Buren County, MI,45081,47435,48034,47917,52971,59295
05000US18163,Vanderburgh County, IN,41102,42044,42564,46064,46681,50325
05000US06111,Ventura County, CA,77363,75449,80032,80135,82857,84566
05000US17183,Vermilion County, IL,45089,41690,45098,45481,42345,43655
05000US48469,Victoria County, TX,52304,50245,56545,53778,51892,50210
05000US18167,Vigo County, IN,37930,41385,38632,43910,41125,48961
05000US51810,Virginia Beach city, VA,62855,68816,67281,71117,72586,77059
05000US12127,Volusia County, FL,40919,40818,42175,45366,46901,50361
05000US40145,Wagoner County, OK,52108,59170,57319,62041,57823,62421
05000US37183,Wake County, NC,65160,66634,70533,76097,77318,79970
05000US01127,Walker County, AL,34810,35495,35056,39068,41973,47602
05000US13295,Walker County, GA,42018,38493,44358,39209,45410,42609
05000US48471,Walker County, TX,38369,38483,40448,42662,40936,40100
05000US12131,Walton County, FL,,,,56246,51620,62914
05000US13297,Walton County, GA,53233,50895,57278,53202,54867,66640
05000US55127,Walworth County, WI,52057,52277,58537,58302,60178,63800
05000US38101,Ward County, ND,57679,66570,62631,62573,64742,65719
05000US21227,Warren County, KY,48783,50752,44679,46686,48962,53601
05000US34041,Warren County, NJ,67208,71444,71277,74867,80657,77452
05000US36113,Warren County, NY,55593,57294,57541,58061,60541,56482
05000US39165,Warren County, OH,73432,71731,81017,80207,84130,86473
05000US05143,Washington County, AR,42073,45034,46160,45679,50169,50342
05000US24043,Washington County, MD,57615,55471,55979,54250,60385,63126
05000US27163,Washington County, MN,80748,83545,87995,90256,91866,95124
05000US41067,Washington County, OR,63238,66136,70447,75634,80946,83068
05000US42125,Washington County, PA,55124,56047,58085,57998,60551,63251
05000US44009,Washington County, RI,70433,71229,72453,77813,79374,89847
05000US47179,Washington County, TN,41349,42950,45484,46276,40697,48765
05000US49053,Washington County, UT,51063,49981,54913,55056,54842,56333
05000US55131,Washington County, WI,66391,68424,69713,73502,75453,73435
05000US32031,Washoe County, NV,53588,52618,56382,58175,61498,63310
05000US26161,Washtenaw County, MI,59660,62845,61977,65601,70286,71860
05000US55133,Waukesha County, WI,75368,76053,77761,81878,82248,86968
05000US18177,Wayne County, IN,34745,41204,42160,43401,45017,44928
05000US26163,Wayne County, MI,40487,41435,41557,43464,45135,46390
05000US37191,Wayne County, NC,42193,35966,40361,41711,44347,40791
05000US36117,Wayne County, NY,50242,45951,50561,59538,51326,61515
05000US39169,Wayne County, OH,49849,49988,52760,53434,55899,59111
05000US48479,Webb County, TX,39991,38312,39774,35659,43408,46862
05000US49057,Weber County, UT,53809,59604,59146,63158,62917,68669
05000US08123,Weld County, CO,58611,62083,70256,63400,68884,75938
05000US36119,Westchester County, NY,84220,83477,86108,89709,90578,94811
05000US42129,Westmoreland County, PA,51531,53844,53540,56722,60713,58471
05000US53073,Whatcom County, WA,50186,53665,55016,56411,61186,62268
05000US05145,White County, AR,43643,39340,38986,42844,42443,42270
05000US13313,Whitfield County, GA,38126,42069,45894,46399,40717,45028
05000US48485,Wichita County, TX,43525,42996,45416,44769,43295,47373
05000US24045,Wicomico County, MD,48897,53432,54781,50844,54080,57249
05000US37193,Wilkes County, NC,31135,30743,40919,41332,40995,43466
05000US17197,Will County, IL,74397,74828,75992,81438,82196,85818
05000US17199,Williamson County, IL,44418,49153,48736,48409,50408,43568
05000US47187,Williamson County, TN,88759,93337,102881,106054,105622,110700
05000US48491,Williamson County, TX,70911,72453,78311,81818,81719,87454
05000US37195,Wilson County, NC,41095,38774,41204,39036,45960,42769
05000US47189,Wilson County, TN,56278,59685,64476,71153,69959,76756
05000US09015,Windham County, CT,57503,59195,62905,61608,63573,65765
05000US17201,Winnebago County, IL,46946,47121,49578,49749,53337,53345
05000US55139,Winnebago County, WI,49776,52387,52136,56754,56678,56589
05000US48497,Wise County, TX,,,,,58839,69040
05000US39173,Wood County, OH,51680,54402,57027,60166,60382,63695
05000US55141,Wood County, WI,47726,50831,50796,51887,52110,55273
05000US54107,Wood County, WV,41408,42014,39991,48655,44115,43563
05000US19193,Woodbury County, IA,45594,44721,51146,52324,55273,61516
05000US25027,Worcester County, MA,62483,65407,65753,69295,70402,71853
05000US27171,Wright County, MN,71917,77442,76306,74190,79931,88359
05000US20209,Wyandotte County, KS,38412,36637,41800,43129,46310,47285
05000US53077,Yakima County, WA,41917,44648,47223,48965,47402,51555
05000US41071,Yamhill County, OR,58612,52255,51084,61596,64104,60893
05000US04025,Yavapai County, AZ,39895,44255,48105,50420,50041,48148
05000US30111,Yellowstone County, MT,52610,51508,58026,57945,58156,60079
05000US06113,Yolo County, CA,54898,53765,58966,64904,65729,68670
