ID Geography,Geography,Income (2013),Income (2014),Income (2015),Income (2016),Income (2017),Income (2018),Income (2013),Income (2014),Income (2015),Income (2016),Income (2017),Income (2018),Population (2013),Population (2014),Population (2015),Population (2016),Population (2017),Population (2018),,
05000US37049,"Craven County, NC",44963,43380,48145,49938,51789,50509,2920,2773,3100,2997,3141,5078,104489,104510,103451,103445,102578,102912,,
05000US42039,"Crawford County, PA",44575,44598,46574,45410,50657,51502,2616,3003,2722,3154,4174,2768,87376,87175,86484,86257,86159,85063,,
05000US40037,"Creek County, OK",44469,47286,46665,43609,46877,55264,3948,4072,4325,4159,2555,3117,70470,70632,70892,71312,71704,71604,,
05000US01043,"Cullman County, AL",39936,38261,37862,39411,45044,44612,3154,4000,2318,3647,5645,3562,80811,81289,82005,82471,82755,83442,,
05000US23005,"Cumberland County, ME",54780,61992,64215,65913,71975,72452,2675,2436,3365,2317,3598,3523,285456,287797,289977,292041,292500,293557,,
05000US37051,"Cumberland County, NC",43609,42248,42107,45205,43759,46716,2349,1350,1521,1922,1587,1524,325871,326328,323838,327127,332546,332330,,
05000US34011,"Cumberland County, NJ",45978,45339,51315,49110,52627,52795,2820,2682,2930,6123,4020,6151,157332,157389,155854,153797,152538,150972,,
05000US42041,"Cumberland County, PA",60088,62759,63890,63530,69301,71802,2443,2591,3665,3367,3288,2297,241212,243762,246338,248506,250066,251423,,
05000US39035,"Cuyahoga County, OH",43501,44016,45297,46601,46784,49910,1147,960,1211,898,871,888,1263154,1259828,1255921,1249352,1248514,1243857,,
05000US27037,"Dakota County, MN",73475,76213,77196,78662,80832,86302,3805,1680,3264,2894,1758,2510,408509,412529,414686,417486,421751,425423,,
05000US19049,"Dallas County, IA",78837,77412,78634,75899,88561,83990,6441,6881,6323,8802,6088,5477,74641,77400,80133,84516,87235,90180,,
05000US48113,"Dallas County, TX",47810,50076,51799,54399,56718,59839,1000,932,630,1091,1077,1022,2480331,2518638,2553385,2574984,2618148,2637772,,
05000US55025,"Dane County, WI",60081,61582,65202,70796,72268,71582,1450,1791,1743,1998,1767,1545,509939,516284,523643,531273,536416,542364,,
05000US45031,"Darlington County, SC",31674,34651,33922,36841,37465,33521,4326,3902,5820,3892,5418,3888,67935,67799,67548,67234,67265,66802,,
05000US42043,"Dauphin County, PA",53816,52975,54232,60331,61622,57814,2220,2580,2426,1898,2044,3342,270937,271453,272983,273707,275710,277097,,
05000US37057,"Davidson County, NC",38803,42201,46150,45678,46802,45320,2459,3089,3215,2558,2946,3911,163420,164072,164622,164926,165466,166614,,
05000US47037,"Davidson County, TN",47150,47993,52026,54855,58490,60856,1241,1833,1366,2291,2466,1690,658602,668347,678889,684410,691243,692587,,
05000US21059,"Daviess County, KY",47252,41685,48791,51764,49507,50934,3165,3098,4671,4455,4074,2857,98218,98275,99259,99674,100374,101104,,
05000US49011,"Davis County, UT",70335,70440,72016,76905,80301,84358,2668,2717,2163,3556,2881,3128,322094,329692,336043,342281,347637,351713,,
05000US01049,"DeKalb County, AL",40876,35023,36559,35963,39373,36998,7020,7253,4410,3259,5580,4416,71013,71065,71130,70900,71617,71385,,
05000US13089,"DeKalb County, GA",49796,50542,54057,56109,61827,64461,2166,1308,2666,2380,2120,3851,713340,722161,734871,740321,753253,756558,,
05000US17037,"DeKalb County, IL",52867,56450,55471,59285,59942,63085,5077,3251,5589,4292,5181,4518,104741,105462,104352,104528,104733,104143,,
05000US18035,"Delaware County, IN",36402,39323,40606,41041,41255,41662,2314,3122,2163,3086,2643,3947,117484,117074,116852,115603,115184,114772,,
05000US39041,"Delaware County, OH",84159,96949,96410,101693,106933,99881,6238,4512,4514,6016,4294,6082,184979,189113,193013,196463,200464,204826,,
05000US42045,"Delaware County, PA",64822,62993,67584,67950,73854,72045,2699,2886,2587,3102,1771,2186,561973,562960,563894,563402,564696,564751,,
05000US48121,"Denton County, TX",74981,74196,75649,80613,86291,88117,1989,2431,1704,2154,2400,2773,728799,753363,780612,806180,836210,859064,,
05000US08031,"Denver County, CO",51089,54941,58003,61105,65224,68377,1181,1939,2702,1439,2673,2873,649495,663862,682545,693060,704621,716492,,
05000US41017,"Deschutes County, OR",46791,52006,57373,61870,66273,67577,5216,3650,5618,3790,4568,3751,165954,170388,175268,181307,186875,191996,,
05000US28033,"DeSoto County, MS",58959,58073,60394,64505,66440,68385,2775,3184,2751,4836,6212,3907,168240,170913,173323,175611,178751,182001,,
05000US11001,"District of Columbia, DC",67572,71648,75628,75506,82372,85203,3383,1996,2493,3416,2651,3414,646449,658893,672228,681170,693972,702455,,
05000US35013,"Doña Ana County, NM",36343,39502,39902,37496,37144,35262,3290,2991,2958,3647,3745,3698,213460,213676,214295,214207,215579,217522,,
05000US55027,"Dodge County, WI",51151,53139,55832,55856,56421,63077,1838,3928,3028,3413,3754,5268,88344,88574,88502,88068,87786,87847,,
05000US45035,"Dorchester County, SC",54582,56277,54521,57637,64148,66438,4895,5165,4878,3433,5767,5439,145397,148469,152478,153773,156456,160647,,
05000US13095,"Dougherty County, GA",30504,31755,35645,37222,38712,39659,2668,2312,4204,6000,5782,2972,92969,92407,91332,90017,89502,91243,,
05000US08035,"Douglas County, CO",102961,103226,107650,109292,111482,119615,3740,5337,4820,5323,2620,3572,305963,314638,322387,328632,335299,342776,,
05000US13097,"Douglas County, GA",50281,54826,59329,62445,61094,60829,5225,5073,3442,8124,6558,6317,136379,138776,140733,142224,143882,145331,,
05000US20045,"Douglas County, KS",52150,48565,52964,56345,55646,54668,4124,3490,7149,4195,5864,8815,114322,116585,118053,119440,120793,121436,,
05000US31055,"Douglas County, NE",51728,52505,58359,58990,61531,64390,1477,1649,1758,2319,1844,2481,537256,543244,550064,554995,561620,566880,,
05000US41019,"Douglas County, OR",40605,42000,41428,42889,47746,47004,2587,3139,3670,3357,3337,3312,106940,106972,107685,108457,109405,110283,,
05000US19061,"Dubuque County, IA",51735,56129,58487,60456,61497,60225,2928,4478,3255,4069,3353,3573,95697,96370,97125,97003,97041,96854,,
05000US17043,"DuPage County, IL",76195,80015,81559,84908,89521,93750,1794,1715,1672,2000,2135,3311,932126,932708,933736,929368,930128,928589,,
05000US37063,"Durham County, NC",52488,50504,53495,53832,59891,58073,2605,1763,2972,2167,3454,4023,288133,294460,300952,306212,311640,316739,,
05000US36027,"Dutchess County, NY",70056,71165,71864,74115,77915,80227,4183,2168,3327,3444,4902,3395,296916,296579,295754,294473,295568,293718,,
05000US12031,"Duval County, FL",47906,45779,49554,51980,52062,55832,1603,1395,1344,1228,1385,1959,885855,897698,913010,926255,937934,950181,,
05000US22033,"East Baton Rouge Parish, LA",48463,46778,50519,50508,55326,52947,2797,2572,1433,1582,3196,2809,445227,446042,446753,447037,446268,440956,,
05000US26045,"Eaton County, MI",53328,57087,56005,56211,64522,67195,2606,2357,3609,4309,3421,3731,108348,108579,108801,109160,109027,109826,,
05000US55035,"Eau Claire County, WI",49204,47043,51667,49821,54963,60475,3436,3168,2956,5998,4157,3385,101438,101564,102105,102965,103671,104534,,
05000US48135,"Ector County, TX",55710,58701,65454,53254,55380,64165,4602,6825,4475,5866,4862,6882,149378,153904,159436,157462,157087,162124,,
05000US06017,"El Dorado County, CA",61365,71113,79019,75772,79414,82742,4625,5901,6610,4846,6793,5957,181737,183087,184452,185625,188987,190678,,
05000US08041,"El Paso County, CO",57098,59446,60109,63882,65370,68119,2486,2297,1845,2330,1821,2360,655044,663519,674471,688284,699232,713856,,
05000US48141,"El Paso County, TX",39945,40170,43692,42165,44489,43958,1449,1315,2079,1643,1991,2037,827718,833487,835593,837918,840410,840758,,
05000US18039,"Elkhart County, IN",45387,49937,49556,54216,58960,58350,2212,2239,2221,3235,3870,4112,200563,201971,203474,203781,205032,205560,,
05000US48139,"Ellis County, TX",57880,60294,68095,70210,72138,77794,5448,5499,5167,4248,4357,3774,155976,159317,163632,168499,173620,179436,,
05000US01051,"Elmore County, AL",50699,55530,52502,52579,60558,60796,6535,5844,5977,6661,6672,4766,80902,80977,81468,81799,81677,81887,,
05000US36029,"Erie County, NY",51245,50132,52214,54246,55604,56369,1158,1084,1164,1403,1224,1036,919866,922835,922578,921046,925528,919719,,
05000US39043,"Erie County, OH",46073,48734,47544,48949,54958,49751,2283,4888,2283,5461,3778,4091,76048,75828,75550,75107,74817,74615,,
05000US42049,"Erie County, PA",44292,45560,47386,48964,50614,48007,2013,2075,2957,2297,2082,2624,280294,278443,278045,276207,274541,272061,,
05000US12033,"Escambia County, FL",42877,46655,46001,44788,48631,51050,2312,2021,1907,3629,2800,2367,305817,310659,311003,315187,313512,315534,,
05000US25009,"Essex County, MA",67522,70366,68455,73901,75480,76604,1735,1722,2565,2489,1846,2536,762550,769091,776043,779018,785205,790638,,
05000US34013,"Essex County, NJ",53610,54754,52041,54277,60430,63368,2515,1899,1348,3129,2154,3408,789565,795723,797434,796914,808285,799767,,
05000US01055,"Etowah County, AL",39459,40529,43346,41152,41576,45868,4190,2807,3060,2983,3575,3875,103931,103531,103057,102564,102755,102501,,
05000US02090,"Fairbanks North Star Borough, AK",69113,69820,72975,77328,76747,75448,4914,6748,6660,9603,9653,6638,100436,99357,99631,100605,99703,98971,,
05000US51059,"Fairfax County, VA",111079,110674,113208,115717,118279,122227,2434,1976,2765,2312,3347,2180,1130924,1137538,1142234,1138652,1148433,1150795,,
05000US09001,"Fairfield County, CT",82084,85925,86414,90123,91198,91079,2165,2989,2417,2925,2340,2690,939904,945438,948053,944177,949921,943823,,
05000US39045,"Fairfield County, OH",56286,59933,61291,65316,67310,67144,3105,3571,2353,5128,4670,4196,148867,150381,151408,152597,154733,155782,,
05000US05045,"Faulkner County, AR",49149,51650,50596,48506,47964,51437,5054,4292,3901,5422,5864,6401,119580,120768,121552,122227,123654,124806,,
05000US51061,"Fauquier County, VA",82823,91987,91940,94347,98585,92145,5800,7930,9515,13017,7511,9810,67207,68248,68782,69069,69465,70675,,
05000US13113,"Fayette County, GA",81394,77016,78557,80626,84742,93468,6588,5712,4446,4995,6346,9306,108365,109664,110714,111627,112549,113459,,
05000US21067,"Fayette County, KY",47535,47968,51948,53178,56137,54896,2510,2795,1988,2682,3391,2466,308428,310797,314488,318449,321959,323780,,
05000US42051,"Fayette County, PA",38903,36562,40495,43140,44184,52984,3691,2472,2128,3613,4312,3412,134999,134086,133628,132733,131504,130441,,
05000US12035,"Flagler County, FL",46055,51622,48864,49395,49652,58963,4153,1681,4129,3294,4792,4145,99956,102408,105392,108310,110510,112067,,
05000US30029,"Flathead County, MT",47802,47362,46899,50142,59735,53193,3918,3672,5306,3478,4466,6311,93068,94924,96165,98082,100000,102106,,
05000US45041,"Florence County, SC",41331,43148,40883,46524,42929,48790,3250,4423,2497,4915,4248,3759,138326,139231,138900,138742,138566,138159,,
05000US13115,"Floyd County, GA",37296,41752,40510,49865,45854,38462,4441,4013,2829,6375,5448,7386,95821,96063,96504,96560,97613,97927,,
05000US18043,"Floyd County, IN",57401,52819,58096,58586,60690,66391,4405,3058,5865,3807,4597,8953,76244,76179,76778,76990,77071,77781,,
05000US55039,"Fond du Lac County, WI",54198,51717,57620,58310,61417,57415,3942,1687,3994,3711,2912,4122,101798,101759,101973,102144,102548,103066,,
05000US28035,"Forrest County, MS",35422,38904,33779,37275,42389,38837,4237,3773,4493,6881,6217,2737,77059,76330,75944,75979,75471,75036,,
05000US13117,"Forsyth County, GA",86052,85639,94537,100909,102084,104687,4032,2390,7799,3710,3101,3626,195405,204302,212438,221009,227967,236612,,
05000US37067,"Forsyth County, NC",45580,45220,46477,48271,50185,49166,2317,2329,2388,2215,2145,2108,361220,365298,369019,371511,376320,379099,,
05000US48157,"Fort Bend County, TX",88023,87973,95389,90680,90845,91931,3770,5196,4332,2488,4185,2956,652365,685345,716087,741237,764828,787858,,
05000US25011,"Franklin County, MA",52339,55572,58613,57106,58824,59248,3176,4936,3148,3645,5335,3708,71221,70862,70601,70382,70702,70963,,
05000US29071,"Franklin County, MO",50502,51682,48694,55359,55290,58209,7412,3381,3568,3803,4024,4916,101816,102084,102426,102838,103330,103670,,
05000US37069,"Franklin County, NC",,,,,54825,60598,,,,,12361,5862,,,,,66168,67560,,
05000US39049,"Franklin County, OH",51460,53180,53882,56055,59227,60373,1054,1181,1761,1617,1546,1059,1212263,1231393,1251722,1264518,1291981,1310300,,
05000US42055,"Franklin County, PA",54303,49487,57960,60559,60459,61208,2616,3018,5015,4205,2988,6436,152085,152892,153638,153851,154234,154835,,
05000US53021,"Franklin County, WA",56631,57890,59664,57670,64344,60012,8836,5679,3278,5643,7787,8498,86638,87809,88807,90160,92125,94347,,
05000US24021,"Frederick County, MD",84308,84203,83819,90043,92495,95850,3802,3275,2864,3579,5371,4213,241409,243675,245322,247591,252022,255648,,
05000US51069,"Frederick County, VA",69332,66167,71993,69827,72405,80953,3353,6444,5592,6120,9983,9163,81319,82377,83199,84421,86484,88355,,
05000US06019,"Fresno County, CA",43925,43423,46949,48715,51800,52629,1374,2016,1781,2081,1826,2017,955272,965974,974861,979915,989255,994400,,
05000US13121,"Fulton County, GA",55914,55807,60291,63510,65037,70930,1843,1746,1760,2970,1922,1226,984293,996319,1010562,1023336,1041423,1050114,,
05000US30031,"Gallatin County, MT",58809,50238,57535,61211,60901,68266,4130,3828,2338,3899,6676,4170,94720,97308,100739,104502,107810,111876,,
05000US48167,"Galveston County, TX",60869,57991,69190,64939,70494,73840,2762,4710,5423,5174,3067,4662,306782,314198,322225,329431,335036,337890,,
05000US05051,"Garland County, AR",39589,41032,37013,42826,46101,42779,3856,3008,1968,5424,4988,5468,97173,97322,97177,97477,98658,99154,,
05000US37071,"Gaston County, NC",41728,41011,44293,48711,49670,52741,2306,2380,2436,2615,2683,2986,209420,211127,213442,216965,220182,222846,,
05000US39055,"Geauga County, OH",66428,72001,75895,76384,82741,82784,6328,2543,6179,6248,4981,7392,93972,94295,94102,94060,93918,94031,,
05000US26049,"Genesee County, MI",41249,41682,44025,43955,46298,48127,1596,1194,1840,1291,1490,2040,415376,412895,410849,408615,407385,406892,,
05000US34015,"Gloucester County, NJ",71355,79704,77565,79879,86496,81849,2905,2504,3735,3469,5201,5053,290265,290951,291479,292330,292206,291408,,
05000US13127,"Glynn County, GA",41502,47333,46125,48926,50998,55196,6023,3464,4448,5963,4340,6061,81508,82175,83579,84502,85282,85219,,
05000US33009,"Grafton County, NH",56370,57210,58183,61520,64420,66358,5530,6238,4624,6883,5474,6277,89629,89658,89320,88888,89386,89786,,
05000US38035,"Grand Forks County, ND",49248,49532,51264,50008,47496,52853,3616,4465,4755,4822,3975,3368,69179,70138,70916,71083,70795,70770,,
05000US26055,"Grand Traverse County, MI",50830,57312,55013,58532,60601,66163,2387,4453,3323,6576,5476,4706,89987,90782,91636,92084,91807,92573,,
05000US18053,"Grant County, IN",38665,39851,38645,37117,44768,44839,3135,3340,3295,4061,3519,3343,69126,68569,67979,66937,66491,65936,,
05000US53025,"Grant County, WA",46728,51949,51667,48335,58644,53057,4277,3655,3855,3255,6533,8791,91878,93147,93259,93546,95158,97331,,
05000US53027,"Grays Harbor County, WA",41315,43356,44122,49623,47445,48255,4597,2589,5518,3998,4076,6637,71078,70818,71122,71628,72697,73901,,
05000US48181,"Grayson County, TX",44378,52058,48126,52095,56718,51158,2905,5130,3971,2229,5443,1866,122353,123534,125467,128235,131140,133991,,
05000US29077,"Greene County, MO",37779,39611,43675,42062,45117,43771,1841,2305,2262,2331,2451,2361,283870,285865,288072,288690,289805,291923,,
05000US39057,"Greene County, OH",59872,58396,59803,62018,67923,67680,4635,4388,4656,3278,3759,4864,163204,163820,164427,164765,166752,167995,,
05000US47059,"Greene County, TN",35981,36694,34768,41109,37920,47383,1834,3365,3121,2427,6194,6574,68267,68335,68580,68615,68808,69087,,
05000US45045,"Greenville County, SC",49330,49268,51908,55342,55914,61183,1799,2101,1286,2135,2441,1550,474266,482752,491863,498766,506837,514213,,
05000US45047,"Greenwood County, SC",34029,37831,43218,38200,40453,42245,4272,3786,5893,4266,5388,4583,69723,69520,69838,70133,70355,70741,,
05000US48183,"Gregg County, TX",45461,50917,47727,44219,47095,51361,5460,3542,4665,3348,2117,4420,123024,123204,124108,123745,123367,123707,,
05000US48187,"Guadalupe County, TX",58270,61538,64343,68157,66486,74459,4130,3701,3823,3856,3988,3104,143183,147250,151249,155265,159659,163694,,
05000US72061,"Guaynabo Municipio, PR",34649,32064,36446,32240,24792,36309,4190,2961,5800,4216,6245,5073,94645,92799,90879,89307,87328,83787,,
05000US37081,"Guilford County, NC",45726,44069,47786,47262,52098,51803,1892,2014,2262,1662,1617,1793,506610,512119,517600,521330,526953,533670,,
05000US13135,"Gwinnett County, GA",58917,59492,61732,67155,68914,72184,1850,2640,1089,2308,2341,3183,859304,877922,895823,907135,920260,927781,,
05000US13139,"Hall County, GA",44998,52519,55009,54917,61977,61699,3722,3598,4485,3829,3608,3283,187745,190761,193535,196637,199335,202148,,
05000US18057,"Hamilton County, IN",81958,88155,90613,89823,93604,100209,3399,4009,3083,4238,3168,3812,296693,302623,309697,316373,323747,330086,,
05000US39061,"Hamilton County, OH",46967,48770,50990,53229,55048,57189,1177,1611,1200,2012,1943,1602,804520,806631,807598,809099,813822,816684,,
05000US47065,"Hamilton County, TN",47415,48379,48580,47898,51302,57280,3063,1867,2897,2625,3226,2712,348673,351220,354098,357738,361613,364286,,
05000US25013,"Hampden County, MA",48845,49211,51514,51544,51726,52372,2497,2276,1365,1964,1535,2376,467319,468161,470690,468467,469818,470406,,
05000US25015,"Hampshire County, MA",65190,56079,60583,64354,67989,76966,6303,4808,3849,5239,4837,5397,159596,160939,161292,161816,161834,161355,,
05000US51650,"Hampton city, VA",43785,47312,51867,50435,54062,55466,3768,3293,4923,2213,4246,2859,136699,136879,136454,135410,134669,134313,,
05000US18059,"Hancock County, IN",65421,67485,69968,67799,70473,71653,8594,4376,5041,7663,7356,5509,71575,71978,72520,73717,74985,76351,,
05000US39063,"Hancock County, OH",46382,50898,54709,52810,51360,60788,3401,2290,3752,6613,3381,5046,75773,75337,75573,75872,75754,75930,,
05000US51085,"Hanover County, VA",77424,83756,82085,83135,90066,91309,7041,6877,3633,4739,3991,4928,101330,101918,103227,104392,105923,107239,,
05000US21093,"Hardin County, KY",48035,50900,49229,52148,51167,50981,3355,4508,3571,3807,6673,3713,108191,108266,106439,107316,108071,110356,,
05000US24025,"Harford County, MD",77765,79649,78050,84175,80476,88603,3672,2687,4013,3973,3982,4240,249215,250105,250290,251032,252160,253956,,
05000US37085,"Harnett County, NC",45533,44880,48960,51637,51479,51022,2927,4136,4107,2500,2319,3118,124987,126666,128140,130881,132754,134214,,
05000US48201,"Harris County, TX",52489,54178,56629,56377,58645,60232,807,971,861,770,1340,813,4336853,4441370,4538028,4589928,4652980,4698619,,
05000US28047,"Harrison County, MS",42070,40846,42297,42770,47365,45042,2689,2149,2831,3173,3154,3009,196500,199058,201410,203234,205027,206650,,
05000US48203,"Harrison County, TX",39701,49490,42958,46548,53394,50561,4302,8527,6175,6437,6354,7915,66886,67336,66746,66534,66661,66726,,
05000US54033,"Harrison County, WV",41698,41333,48285,47204,58082,46569,3049,2627,5144,5809,6870,5693,68972,68761,68714,68400,67811,67554,,
05000US09003,"Hartford County, CT",63603,65894,69622,69433,70429,73151,2317,1553,2485,2355,2069,2472,898272,897985,895841,892389,895388,892697,,
05000US15001,"Hawaii County, HI",48399,52788,60033,55750,57545,57571,5565,2428,5620,3382,4124,6578,190821,194190,196428,198449,200381,200983,,
05000US48209,"Hays County, TX",58987,59085,58870,64658,65667,65943,3120,3316,6163,3596,4375,6224,176026,185025,194739,204470,214485,222631,,
05000US37089,"Henderson County, NC",44036,47335,47021,54963,51078,53706,2561,4163,2794,3613,2285,3606,109540,111149,112655,114209,115708,116748,,
05000US48213,"Henderson County, TX",38493,41112,47906,44088,44971,42020,5099,2211,4685,4408,6416,3855,78675,79290,79545,79901,81064,82299,,
05000US18063,"Hendricks County, IN",67535,66989,73050,78307,70991,80582,3693,7401,2816,5014,6800,2383,153879,156056,158192,160610,163685,167009,,
05000US27053,"Hennepin County, MN",64379,64433,68935,71200,74592,76052,1438,1640,1423,1308,1454,1331,1198778,1212064,1223149,1232483,1252024,1259428,,
05000US51087,"Henrico County, VA",59944,62460,66085,66337,67185,68069,2113,2442,4072,3541,2475,2848,318611,321924,325155,326501,327898,329261,,
05000US13151,"Henry County, GA",59097,58242,65342,66905,67018,73541,3426,5509,3581,3194,3000,4842,211128,213869,217739,221768,225813,230220,,
05000US12053,"Hernando County, FL",39193,40255,43590,47253,44892,45977,2676,2661,2292,2686,2744,2937,174441,175855,178439,182835,186553,190865,,
05000US48215,"Hidalgo County, TX",35098,34801,35730,36176,37106,39165,1606,2019,1885,1801,1502,2282,815996,831073,842304,849843,860661,865939,,
05000US12055,"Highlands County, FL",33811,36120,34242,36490,35543,39796,1919,2619,1880,2471,4864,4437,97616,98236,99491,100917,102883,105424,,
05000US12057,"Hillsborough County, FL",49597,50796,51725,54588,54731,58480,1319,896,917,1430,1448,1738,1291578,1316298,1349050,1376238,1408566,1436888,,
05000US33011,"Hillsborough County, NH",67574,71422,74323,76254,78769,78978,3400,1770,3667,2139,3317,2930,403985,405184,406678,407761,409697,415247,,
05000US28049,"Hinds County, MS",33719,38543,39002,43657,45658,45459,2333,2099,3258,2627,3816,2574,244899,243729,242891,241229,239497,237085,,
05000US15003,"Honolulu County, HI",73388,74634,77273,80513,81284,84423,1774,1827,1894,1671,1533,2235,983429,991788,998714,992605,988650,980080,,
05000US45051,"Horry County, SC",42075,43001,47541,45621,45680,49047,1971,1704,1764,1849,2208,2005,289650,298832,309199,322342,333268,344147,,
05000US01069,"Houston County, AL",39006,39543,43553,42321,44529,48105,2192,2187,2295,2690,1889,3174,103668,104193,104173,104056,104346,104722,,
05000US13153,"Houston County, GA",49660,51054,55044,62493,58525,58965,4978,5118,5517,2938,5725,9295,147658,149111,150033,152122,153479,155469,,
05000US18067,"Howard County, IN",44265,47159,46793,45702,49346,55868,4320,4890,2667,5865,5417,4619,82760,82982,82556,82568,82363,82366,,
05000US24027,"Howard County, MD",109476,107490,110892,120941,111473,116984,4667,6436,4159,5102,2666,5415,304580,309284,313414,317233,321113,323196,,
05000US34017,"Hudson County, NJ",56079,58479,60530,63808,67154,74414,1860,2567,1857,2273,3928,2617,660282,669115,674836,677983,691643,676061,,
05000US06023,"Humboldt County, CA",42092,40598,40484,43130,46494,50294,4572,3137,2044,2715,6096,3616,134493,134809,135727,136646,136754,136373,,
05000US48231,"Hunt County, TX",44303,42038,46048,53962,55786,55248,3833,3839,5942,4698,5329,7653,87048,88493,89844,92073,93872,96493,,
05000US34019,"Hunterdon County, NJ",110457,103605,102122,113684,112038,111269,8455,5738,4025,5897,8168,5996,126250,126067,125488,124676,125059,124714,,
05000US22045,"Iberia Parish, LA",39793,46290,46365,41424,40019,42994,4554,3571,5189,2269,5695,6020,73878,73913,74103,73273,72176,70941,,
05000US06025,"Imperial County, CA",43310,39290,40852,49095,47211,48984,4644,5526,4329,6911,7435,5118,176584,179091,180191,180883,182830,181827,,
05000US12061,"Indian River County, FL",42401,46238,49379,49072,49177,57508,3147,4403,2380,2243,4304,5021,141994,144755,147919,151563,154383,157413,,
05000US42063,"Indiana County, PA",45266,42431,46990,42962,46237,49448,2585,3282,4818,2499,1736,5506,87745,87706,86966,86364,84953,84501,,
05000US26065,"Ingham County, MI",44569,45616,47082,49139,50896,52691,2336,1729,2450,2110,2289,2097,282234,284582,286085,288051,290186,292735,,
05000US37097,"Iredell County, NC",49488,54384,55949,55891,55690,59341,2841,3056,3282,2898,2848,3233,164517,166675,169866,172916,175711,178435,,
05000US26073,"Isabella County, MI",37488,41931,40838,41868,44100,46198,3565,3494,2859,2998,4549,4282,70436,70616,70698,71282,71063,70562,,
05000US53029,"Island County, WA",51893,59934,60532,64813,59644,64793,3484,4322,4366,3464,9028,5553,78801,79275,80593,82636,83159,84460,,
05000US13157,"Jackson County, GA",,,,,66557,73150,,,,,6894,6737,,,,,67519,70422,,
05000US26075,"Jackson County, MI",43668,45371,50783,50009,50258,51031,3721,4125,2819,3641,2434,3187,160369,159741,159494,158460,158640,158823,,
05000US29095,"Jackson County, MO",46768,45874,48212,50815,52552,55929,1727,1886,1883,1099,1584,1493,679996,683191,687623,691801,698895,700307,,
05000US28059,"Jackson County, MS",47891,47822,45596,54606,48284,50546,2054,3437,2345,4114,3931,4577,140450,141137,141425,141241,142152,143277,,
05000US41029,"Jackson County, OR",43363,44918,43948,48563,51409,56546,3149,2894,3862,2982,1369,3735,208545,210287,212567,216527,217479,219564,,
05000US51095,"James City County, VA",73632,72622,73968,83455,87910,83190,6813,7760,6739,6845,5349,7866,70516,72583,73147,74404,75524,76397,,
05000US29097,"Jasper County, MO",40967,39886,44314,45786,47981,46617,2255,4050,2530,3874,4510,2662,116398,117543,118596,119111,120217,120636,,
05000US01073,"Jefferson County, AL",45013,44646,48492,50180,50709,55206,1634,1783,2203,1412,1231,1872,659479,660793,660367,659521,659197,659300,,
05000US05069,"Jefferson County, AR",34689,32433,35381,37712,37678,35652,3798,5327,4557,5678,3787,4936,73191,72297,71565,70016,69115,68114,,
05000US08059,"Jefferson County, CO",68201,70714,71136,74186,80616,85890,2063,1353,1553,2299,1879,2850,551798,558503,565524,571837,574613,580233,,
05000US21111,"Jefferson County, KY",47488,48210,51259,51991,55044,55851,1371,1513,1032,1398,1859,1522,756832,760026,763623,765352,771158,770517,,
05000US29099,"Jefferson County, MO",55089,59327,58704,61559,62228,65246,3051,2910,2940,2159,3289,2857,221396,222716,224124,224226,223810,224347,,
05000US36045,"Jefferson County, NY",46683,51086,51107,45624,47101,53146,3783,3265,2803,3116,2551,2976,119504,119103,117635,114006,114187,111755,,
05000US39081,"Jefferson County, OH",37012,40293,44194,44257,43675,40308,3174,4379,3191,3519,3999,4922,67964,67694,67347,66704,66359,65767,,
05000US48245,"Jefferson County, TX",41838,40652,48005,45390,47657,47177,1914,1704,2780,3553,2587,3730,252358,252235,254308,254679,256299,255001,,
05000US55055,"Jefferson County, WI",51235,55675,62399,58703,56675,65651,2930,4330,4404,8253,4116,4231,84509,84395,84559,84625,84832,85129,,
05000US22051,"Jefferson Parish, LA",46576,46961,49576,49678,51494,50766,1704,1876,1682,2091,1691,1697,434767,435716,436275,436523,439036,434051,,
05000US19103,"Johnson County, IA",51606,60254,55913,58064,61011,63035,3153,4974,4719,3481,2210,5241,139155,142287,144251,146547,149210,151260,,
05000US18081,"Johnson County, IN",57245,55201,68744,65991,70339,68209,3884,4852,4087,5709,5033,5082,145535,147538,149633,151982,153897,156225,,
05000US20091,"Johnson County, KS",73737,75679,82892,80553,82855,86746,1924,2063,1848,1816,2622,2056,566933,574272,580159,584451,591178,597555,,
05000US48251,"Johnson County, TX",56253,55739,58758,59895,62482,62390,2728,5260,4606,5145,5160,4913,154707,157456,159990,163274,167301,171361,,
05000US37101,"Johnston County, NC",50492,48851,52234,54719,58111,60132,2893,3197,2712,3625,4887,2600,177967,181423,185660,191450,196708,202675,,
05000US28067,"Jones County, MS",33915,36374,32856,43350,39310,49393,5718,6692,4126,7902,3179,13557,68961,68290,68215,67953,67930,68461,,
05000US41033,"Josephine County, OR",38298,36870,41493,36472,44426,48315,3368,4979,3378,4670,5612,4590,83306,83599,84745,85904,86352,87393,,
05000US26077,"Kalamazoo County, MI",45854,45148,52164,53138,56025,55416,2243,2553,2476,2610,3066,2455,256725,258818,260263,261654,262985,264870,,
05000US54039,"Kanawha County, WV",46325,44186,45028,45001,42197,41141,1788,3147,2361,4011,3770,1809,191275,190223,188332,186241,183293,180454,,
